"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_dim_scale_factor","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_weight_init","hidden_layer_9_weight_init","model_architecture","output_layer_weight_init","penalty_factor","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss"
"swept-sweep-328","finished","-","","","2024-08-21T15:03:54.000Z","15","cx89v8ve","","1024","4","dsu","7","false","64","0.3907911802100336","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","0.3005516373048752","0.07562587995591709","huber","","","0.09820698914913978","false","","std","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9784853652019984","0.0004776117760532846","113","1.447502681086413","","","184","Default (PyTorch)","184","Default (PyTorch)","184","Default (PyTorch)","184","Default (PyTorch)","184","Default (PyTorch)","184","Default (PyTorch)","266","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 184 neurons
Hidden Layer 2: 184 neurons
Hidden Layer 3: 184 neurons
Hidden Layer 4: 184 neurons
Hidden Layer 5: 184 neurons
Hidden Layer 6: 184 neurons
Hidden Layer 7: 266 neurons
Output Layer: 1 neuron","Random","0","0.9804817421732888","0.0003809623885899782","0.973115763033776","0.0007227621972560883","0.9818585903989302","0.00032911074231378734"
"smooth-sweep-71","finished","-","","","2024-08-21T04:42:03.000Z","11","ist7tium","","1024","4","dsu","4","false","17","0.4077590282554999","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","0.7225528014156698","0.05781232924282138","huber","","","0.492723700972278","false","","std","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.985603926559714","0.0005795062647848681","51","1.8850436626094595","","","83","Random","156","Random","160","Random","256","Random","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 83 neurons
Hidden Layer 2: 156 neurons
Hidden Layer 3: 160 neurons
Hidden Layer 4: 256 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9992468624642016","5.672161478287308e-7","0.9583180571659504","0.001737384358420968","0.99924686004899","5.672197858075378e-7"
"lucky-sweep-476","finished","-","","","2024-08-21T16:00:31.000Z","11","cx89v8ve","","1024","4","swish","6","false","5","0.4188535542391342","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","0.9022076714141256","0.005770434310463466","huber","","","0.3694978145134231","false","","none","adam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9854589476487896","0.0005970265923072778","169","1.4824738751338908","","","218","Random","147","Random","99","Default (PyTorch)","66","Random","44","Default (PyTorch)","29","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 218 neurons
Hidden Layer 2: 147 neurons
Hidden Layer 3: 99 neurons
Hidden Layer 4: 66 neurons
Hidden Layer 5: 44 neurons
Hidden Layer 6: 29 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9993439105372284","4.304533831600566e-7","0.9576890218719124","0.0017902188701555133","0.9993439105372284","4.304533831600566e-7"
"peach-sweep-63","finished","-","","","2024-08-21T13:36:06.000Z","12","cx89v8ve","","1024","4","dsu","7","true","67","0.5025206256219841","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.08577081628585534","mse","","","0.4377004279584269","true","","min-max","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.975234438593913","0.0006168548716232181","107","1.8500285701119104","","","409","Random","409","Default (PyTorch)","409","Random","409","Default (PyTorch)","409","Random","409","Default (PyTorch)","409","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 409 neurons
Hidden Layer 2: 409 neurons
Hidden Layer 3: 409 neurons
Hidden Layer 4: 409 neurons
Hidden Layer 5: 409 neurons
Hidden Layer 6: 409 neurons
Hidden Layer 7: 409 neurons
Output Layer: 1 neuron","Random","39.36486511659437","0.9765007031551798","0.000552216952200979","0.9725813582093714","0.000751781917642802","0.9766212544171876","0.0005465657450258732"
"good-sweep-264","finished","-","","","2024-08-21T05:42:33.000Z","18","ist7tium","","1024","4","gelu","7","true","30","0.6872840596258125","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","1.2196097254910307","0.01095577520333682","huber","","","0.14902491502348317","false","","std","adamax","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9751234509467278","0.0006190700805746019","240","1.867958040796728","","","182","Random","97","Default (PyTorch)","51","Default (PyTorch)","27","Default (PyTorch)","14","Default (PyTorch)","7","Default (PyTorch)","4","Random","","Input Layer: 10 neurons
Hidden Layer 1: 182 neurons
Hidden Layer 2: 97 neurons
Hidden Layer 3: 51 neurons
Hidden Layer 4: 27 neurons
Hidden Layer 5: 14 neurons
Hidden Layer 6: 7 neurons
Hidden Layer 7: 4 neurons
Output Layer: 1 neuron","Random","17.130352851665165","0.9754551670449136","0.0006024488247931004","0.9744491098745526","0.000652847986202687","0.9754660759207172","0.0006019134307280183"
"zany-sweep-231","finished","-","","","2024-08-21T05:32:45.000Z","9","ist7tium","","1024","4","softplus","2","true","25","0.2577072551191963","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","0.5292059982689243","0.01396075508846123","huber","","","0.7882617776839639","false","","min-max","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9744953174345616","0.0006505180499516428","54","1.5169541436408691","","","304","Random","304","Random","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 304 neurons
Hidden Layer 2: 304 neurons
Output Layer: 1 neuron","Default (PyTorch)","70.98268994659878","0.9746161834510164","0.0006443381425924599","0.9742535854016524","0.0006628778646700084","0.9746161834510164","0.0006443381425924599"
"comic-sweep-65","finished","-","","","2024-08-21T04:40:36.000Z","10","ist7tium","","1024","4","dsu","5","true","58","0.676852738528587","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.03728012916953095","mse","","","0.7136785749060971","true","","none","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9762735435280028","0.0006728905233709762","120","1.9294004016969404","","","117","Random","117","Random","117","Random","117","Random","117","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 117 neurons
Hidden Layer 2: 117 neurons
Hidden Layer 3: 117 neurons
Hidden Layer 4: 117 neurons
Hidden Layer 5: 117 neurons
Output Layer: 1 neuron","Random","4.861065815239137","0.983687292906118","0.0002661044127307832","0.96144480208471","0.0014865032862871883","0.98368853559318","0.000266063871094957"
"firm-sweep-148","finished","-","","","2024-08-21T05:04:30.000Z","24","ist7tium","","1024","4","gelu","5","false","30","0.5992177221014767","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.1884333062473844","0.034794734111973355","huber","","","0.27824814196045444","false","","min-max","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9838529252559456","0.0007662471334081525","578","1.7828965825948964","","","347","Default (PyTorch)","618","Default (PyTorch)","1024","Default (PyTorch)","1024","Default (PyTorch)","1024","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 347 neurons
Hidden Layer 2: 618 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9997513388657694","6.183235967682776e-8","0.9520560980362976","0.002298617735505104","0.9997513388657694","6.183235967682776e-8"
"peachy-sweep-171","finished","-","","","2024-08-21T14:10:43.000Z","17","cx89v8ve","","1024","4","hardelish","2","false","37","0.589980823913875","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.02127180705995576","mae","","","0.4627802628905181","true","","std","adam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9723540357206436","0.0007909362126762668","322","1.9465036839885843","","","110","Random","56","Random","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 110 neurons
Hidden Layer 2: 56 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9760034789480964","0.0005758330225944519","0.9650551492657372","0.001221142592839897","0.9760034789480964","0.0005758330225944519"
"honest-sweep-158","finished","-","","","2024-08-21T05:07:44.000Z","15","ist7tium","","1024","4","mish","2","false","15","0.3109373736590219","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","0.5905085441085077","0.07128041598805211","huber","","","0.42528649624661147","false","","none","adam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9829553599023274","0.0008662804596723342","179","1.7823866449145864","","","108","Random","192","Random","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 108 neurons
Hidden Layer 2: 192 neurons
Output Layer: 1 neuron","Random","0","0.9999223971158946","6.022207621469988e-9","0.949021285475193","0.00259882933460176","0.9999223971158946","6.022207621469988e-9"
"kind-sweep-371","finished","-","","","2024-08-21T06:26:50.000Z","12","ist7tium","","1024","4","mish","6","false","16","0.21022024161059769","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.0023773728511287465","mae","","","0.09664130210838444","true","","none","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.972918095692155","0.0009332471430146446","169","1.764633242454694","","","441","Default (PyTorch)","778","Default (PyTorch)","1024","Default (PyTorch)","1024","Default (PyTorch)","1024","Default (PyTorch)","1024","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 441 neurons
Hidden Layer 2: 778 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.982927669404656","0.000291464471956715","0.9529272243344892","0.0022158462088555098","0.9828993933373196","0.000292430748231709"
"volcanic-sweep-324","finished","-","","","2024-08-21T06:04:17.000Z","12","ist7tium","","1024","4","dsu","2","false","16","0.60724759311832","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","1.5646716172497233","0.06710406995755282","huber","","","0.3704983892300549","false","","std","adadelta","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9808932671930244","0.0009569350593968314","83","1.7840213380446852","","","452","Random","806","Random","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 452 neurons
Hidden Layer 2: 806 neurons
Output Layer: 1 neuron","Random","0","0.998110541740824","0.0000035700525131687755","0.94648781181846","0.002863554283976555","0.9980814480197892","0.000003680841700770543"
"smart-sweep-353","finished","-","","","2024-08-21T06:14:27.000Z","12","ist7tium","","1024","4","dsu","6","false","21","0.2746103653366347","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.012818176885948643","mse","","","0.24695041951499835","false","","std","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9679442512738062","0.0010566574055701494","95","1.3363448654344254","","","349","Random","466","Random","466","Random","466","Random","535","Random","345","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 349 neurons
Hidden Layer 2: 466 neurons
Hidden Layer 3: 466 neurons
Hidden Layer 4: 466 neurons
Hidden Layer 5: 535 neurons
Hidden Layer 6: 345 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.971714114692832","0.0008000913076102734","0.9603173106726832","0.00157471583224833","0.9718013284559034","0.0007951650768518448"
"still-sweep-388","finished","-","","","2024-08-21T06:31:57.000Z","13","ist7tium","","1024","4","dsu","4","true","60","0.7609169975116605","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.05206192743635958","mse","","","0.6346639824953952","false","","std","sgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9727430026131424","0.001148183408076875","88","1.1212239108256885","","","117","Random","131","Random","146","Random","163","Random","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 117 neurons
Hidden Layer 2: 131 neurons
Hidden Layer 3: 146 neurons
Hidden Layer 4: 163 neurons
Output Layer: 1 neuron","Xavier","51.31364915154228","0.9869773599020484","0.0001695891551207751","0.9442740896896338","0.0031053770799189806","0.9869775582477452","0.00016958398919086903"
"dry-sweep-305","finished","-","","","2024-08-21T14:56:50.000Z","12","cx89v8ve","","1024","4","dsu","3","false","67","0.783489745192449","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.06903599361711829","mse","","","0.1390624869308247","false","","min-max","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9785606378921928","0.0011616333986239624","94","1.0921091269771117","","","169","Random","154","Random","141","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 169 neurons
Hidden Layer 2: 154 neurons
Hidden Layer 3: 141 neurons
Output Layer: 1 neuron","Random","0","0.9972954722838672","0.00000731447016733","0.9410909928169005","0.0034702711272984743","0.997295448575811","0.0000073145984060829505"
"quiet-sweep-418","finished","-","","","2024-08-21T06:46:47.000Z","11","ist7tium","","1024","4","swish","3","false","95","0.218561847539926","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.2568806482613227","0.018045467722776556","huber","","","0.005666363469622448","true","","none","nadam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.963412197901809","0.0013458530496185024","128","1.017719958943156","","","485","Default (PyTorch)","493","Default (PyTorch)","501","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 485 neurons
Hidden Layer 2: 493 neurons
Hidden Layer 3: 501 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9653076908775432","0.0012035563122481108","0.959621211950341","0.0016304465243592858","0.9653076908775432","0.0012035563122481108"
"noble-sweep-87","finished","-","","","2024-08-21T04:46:57.000Z","8","ist7tium","","1024","4","dsu","5","true","76","0.7226546783091068","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.07976410364956366","mse","","","0.07508126829024599","true","","none","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9629353117287716","0.001431049274591108","89","1.313246252503797","","","430","Default (PyTorch)","430","Default (PyTorch)","430","Default (PyTorch)","430","Default (PyTorch)","430","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 430 neurons
Hidden Layer 2: 430 neurons
Hidden Layer 3: 430 neurons
Hidden Layer 4: 430 neurons
Hidden Layer 5: 430 neurons
Output Layer: 1 neuron","Random","94.7505526870648","0.9682859293038992","0.0010057822801172731","0.9522340820846829","0.0022815829142928123","0.9682859237977324","0.0010057826293632388"
"radiant-sweep-360","finished","-","","","2024-08-21T06:16:19.000Z","60","ist7tium","","1024","4","relu","3","false","13","0.38444826002633514","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.010619556396401974","mse","","","0.5195516517207692","false","","none","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.96188796808522","0.001452528793985645","1953","1.8500069633466292","","","398","Random","215","Random","116","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 398 neurons
Hidden Layer 2: 215 neurons
Hidden Layer 3: 116 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.961918111246074","0.0014502302510663867","0.9618276802350252","0.0014571259962394834","0.9619181127745609","0.0014502301346510649"
