"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_dim_scale_factor","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_weight_init","hidden_layer_9_weight_init","model_architecture","output_layer_weight_init","penalty_factor","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss"
"iconic-sweep-139","finished","-","","","2024-08-21T05:02:02.000Z","15","ist7tium","","1024","4","swish","3","false","74","0.4114619618668715","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.09809491047630084","mae","","","0.8804105443332022","false","","std","nadam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.6461882286824322","0.20061381657918295","249","1.8207233967717429","","","340","Random","619","Default (PyTorch)","1024","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 340 neurons
Hidden Layer 2: 619 neurons
Hidden Layer 3: 1024 neurons
Output Layer: 1 neuron","Random","0","0.8403930780764524","0.025474369525909424","0.257778529894392","0.55089271068573","0.8403930780764524","0.025474369525909424"
"jumping-sweep-215","finished","-","","","2024-08-21T05:26:31.000Z","10","ist7tium","","1024","4","leaky_relu","3","true","55","0.3608528140528088","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.25286020869029013","0.04744476650003121","huber","","","0.5454207770344774","true","","none","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5506376081492538","0.2019265592098236","200","1.5568208038233764","","","31","Default (PyTorch)","48","Random","74","He","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 31 neurons
Hidden Layer 2: 48 neurons
Hidden Layer 3: 74 neurons
Output Layer: 1 neuron","Default (PyTorch)","35.40332995262545","0.5506376081492538","0.2019265592098236","0.5506376081492538","0.2019265592098236","0.5506376081492538","0.2019265592098236"
"efficient-sweep-13","finished","-","","","2024-08-21T01:01:13.000Z","355","j4rlabey","","1024","4","dsu","6","true","31","0.6440523171030419","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.0977482994198322","mae","","","0.5173979034376242","true","","std","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5495552926818951","0.20290323595205945","148","1.9842449050985105","","","90","Default (PyTorch)","45","Random","89","Random","89","Default (PyTorch)","44","Random","22","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 90 neurons
Hidden Layer 2: 45 neurons
Hidden Layer 3: 89 neurons
Hidden Layer 4: 89 neurons
Hidden Layer 5: 44 neurons
Hidden Layer 6: 22 neurons
Output Layer: 1 neuron","Default (PyTorch)","53.8655569296259","0.5499698999987925","0.2025270909070969","0.5513662747636114","0.20127221941947937","0.5473297032832813","0.20491039752960205"
"desert-sweep-19","finished","-","","","2024-08-21T01:17:34.000Z","406","j4rlabey","","1024","4","softplus","4","true","70","0.24357320278057976","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.004094023415292309","mae","","","0.3418899310099793","true","","std","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5495574197249703","0.20290873448053995","844","1.6322219035281418","","","8","Default (PyTorch)","4","Default (PyTorch)","4","Default (PyTorch)","4","Default (PyTorch)","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 8 neurons
Hidden Layer 2: 4 neurons
Hidden Layer 3: 4 neurons
Hidden Layer 4: 4 neurons
Output Layer: 1 neuron","Default (PyTorch)","87.56899246629624","0.5450451899269942","0.20698387920856476","0.552046708931565","0.20066215097904205","0.5515803603163516","0.20108017325401303"
"rare-sweep-64","finished","-","","","2024-08-21T13:36:21.000Z","12","cx89v8ve","","1024","4","gcu","3","false","6","0.4956993888903116","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","0.8279935380796395","0.0453441064518827","huber","","","0.4766797886703227","true","","min-max","nadam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5481511017360513","0.204233984152476","226","1.6364122674319224","","","281","Random","459","Default (PyTorch)","352","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 281 neurons
Hidden Layer 2: 459 neurons
Hidden Layer 3: 352 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.5385241661778227","0.21295994520187375","0.5474575268409253","0.20479469001293185","0.5584716121894059","0.1949473172426224"
"wandering-sweep-437","finished","-","","","2024-08-21T15:48:20.000Z","15","cx89v8ve","","1024","4","gcu","2","false","64","0.7197912633101733","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","1.8144874590024471","0.09295878305337762","huber","","","0.6436258763935739","true","","min-max","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5468932842954859","0.20539053281148276","200","1.9335555238596072","","","25","Random","12","Random","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 25 neurons
Hidden Layer 2: 12 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.5581116060293247","0.1952653527259827","0.5355511106486914","0.215712770819664","0.5470171362084415","0.20519347488880155"
"winter-sweep-314","finished","-","","","2024-08-21T06:01:24.000Z","16","ist7tium","","1024","4","relu","6","true","59","0.4069306667617221","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.030396913938975197","mae","","","0.45964303906064263","false","","std","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5459587357255122","0.20615393420060477","204","1.1011603826332728","","","280","Default (PyTorch)","280","Default (PyTorch)","280","He","254","He","230","Default (PyTorch)","230","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 280 neurons
Hidden Layer 2: 280 neurons
Hidden Layer 3: 280 neurons
Hidden Layer 4: 254 neurons
Hidden Layer 5: 230 neurons
Hidden Layer 6: 230 neurons
Output Layer: 1 neuron","Random","75.50594338610819","0.5464406779572601","0.2057160586118698","0.5449948512620163","0.20702968537807465","0.5464406779572601","0.2057160586118698"
"frosty-sweep-19","finished","-","","","2024-08-20T19:04:36.000Z","258","qy6g07aj","","1024","4","gcu","3","true","81","0.6494809794241901","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","0.9548394706611716","0.07834317681790251","huber","","","0.5373381975474332","true","","min-max","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5452750943880647","0.20677603284517923","102","1.768280805829581","","","268","Default (PyTorch)","151","Default (PyTorch)","85","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 268 neurons
Hidden Layer 2: 151 neurons
Hidden Layer 3: 85 neurons
Output Layer: 1 neuron","Random","96.90607579504096","0.5451942571376879","0.20684826374053955","0.5439245812759937","0.20800478756427765","0.5467064447505121","0.20547504723072052"
"toasty-sweep-38","finished","-","","","2024-08-21T04:29:29.000Z","23","ist7tium","","1024","4","dsu","7","true","55","0.4765217283999439","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.06652568543137664","mse","","","0.6970547447467235","false","","min-max","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5445222065060438","0.2074782301982244","494","1.5532044948589927","","","50","Default (PyTorch)","32","Random","32","Default (PyTorch)","16","Default (PyTorch)","14","Default (PyTorch)","10","Default (PyTorch)","15","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 50 neurons
Hidden Layer 2: 32 neurons
Hidden Layer 3: 32 neurons
Hidden Layer 4: 16 neurons
Hidden Layer 5: 14 neurons
Hidden Layer 6: 10 neurons
Hidden Layer 7: 15 neurons
Output Layer: 1 neuron","Random","17.7833399169653","0.5414614793543666","0.21025757491588593","0.5505568691537964","0.20199912786483765","0.5415482710099682","0.2101779878139496"
"ruby-sweep-2","finished","-","","","2024-08-20T15:01:21.000Z","175","imtxwwbl","","1024","4","dsu","6","false","64","0.30300835631994816","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.0883707607713552","mae","","","0.43505600829148006","false","","none","adadelta","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5436904578071343","0.2082319060961405","781","1.5619827115151548","","","226","Random","353","Default (PyTorch)","551","Default (PyTorch)","860","Random","1024","Random","1024","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 226 neurons
Hidden Layer 2: 353 neurons
Hidden Layer 3: 551 neurons
Hidden Layer 4: 860 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.5413478836471445","0.2103617638349533","0.5488799484093072","0.20350930094718933","0.5408435413649515","0.210824653506279"
"dauntless-sweep-319","finished","-","","","2024-08-21T15:01:21.000Z","19","cx89v8ve","","1024","4","gcu","5","true","83","0.32804242552809937","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","1.6278148937283994","0.09407559907561264","huber","","","0.8727609288214114","false","","std","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5415352588129134","0.21023298799991608","297","1.8476593832062371","","","188","Default (PyTorch)","347","Default (PyTorch)","641","Default (PyTorch)","1024","Default (PyTorch)","1024","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 188 neurons
Hidden Layer 2: 347 neurons
Hidden Layer 3: 641 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Output Layer: 1 neuron","Xavier","22.55116646135999","0.5330250812246922","0.21806557476520536","0.5489975723143744","0.20340318977832791","0.5425831228996738","0.2092301994562149"
"giddy-sweep-465","finished","-","","","2024-08-21T07:02:10.000Z","12","ist7tium","","1024","4","gcu","3","true","51","0.772062911777267","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","1.881695426934572","0.014752692750957535","huber","","","0.4468248589734399","false","","min-max","nadam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5306319599154837","0.22034449875354767","147","1.0622135109166744","","","234","Random","234","Random","346","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 234 neurons
Hidden Layer 2: 234 neurons
Hidden Layer 3: 346 neurons
Output Layer: 1 neuron","LeCun","53.30352801371636","0.5274205073109819","0.22333137691020968","0.5392717092684652","0.2122705578804016","0.5252036631670041","0.22543156147003177"
"mild-sweep-25","finished","-","","","2024-08-21T13:26:09.000Z","13","cx89v8ve","","1024","4","gcu","3","true","29","0.5126797995488455","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","1.0600036529795474","0.024230041549479248","huber","","","0.17237090158957913","true","","std","adam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5304945534402559","0.22068513433138529","131","1.3690787439800916","","","179","Random","179","Random","130","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 179 neurons
Hidden Layer 2: 179 neurons
Hidden Layer 3: 130 neurons
Output Layer: 1 neuron","Random","22.45605930949588","0.5447048819200205","0.2072936445474625","0.5383294325923339","0.21313971281051636","0.5084493458084132","0.24162204563617704"
"comic-sweep-19","finished","-","","","2024-08-21T04:24:06.000Z","14","ist7tium","","1024","4","gcu","2","true","4","0.31563575869250166","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","1.434046035504608","0.09242418820853245","huber","","","0.7168780501076688","false","","std","sgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5259521455029085","0.225163867076238","200","1.5540304832765206","","","453","Random","703","Random","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 453 neurons
Hidden Layer 2: 703 neurons
Output Layer: 1 neuron","Default (PyTorch)","30.248062510651543","0.49860454619688","0.25139740109443665","0.549766442853832","0.20271025598049164","0.5294854474580135","0.2213839441537857"
"resilient-sweep-324","finished","-","","","2024-08-21T15:02:43.000Z","13","cx89v8ve","","1024","4","gcu","3","true","67","0.20698676785303616","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","1.9152451237391703","0.024686116547495203","huber","","","0.7633091128272989","false","","none","nadam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5237946790299142","0.22690016527970633","257","1.0460927126642137","","","119","Random","124","Random","129","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 119 neurons
Hidden Layer 2: 124 neurons
Hidden Layer 3: 129 neurons
Output Layer: 1 neuron","Default (PyTorch)","70.12274499245393","0.5274205073109819","0.22333137691020968","0.5355141839703474","0.21574707329273224","0.5084493458084132","0.24162204563617704"
"fresh-sweep-16","finished","-","","","2024-08-20T15:50:05.000Z","250","imtxwwbl","","1024","4","leaky_relu","6","false","43","0.7748109732004309","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.0974581048298655","mae","","","0.5752480005097252","false","","min-max","adamax","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.524345921268402","0.22730585436026257","122","1.4012777485626635","","","46","Default (PyTorch)","32","Default (PyTorch)","24","Default (PyTorch)","13","Default (PyTorch)","10","Default (PyTorch)","5","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 46 neurons
Hidden Layer 2: 32 neurons
Hidden Layer 3: 24 neurons
Hidden Layer 4: 13 neurons
Hidden Layer 5: 10 neurons
Hidden Layer 6: 5 neurons
Output Layer: 1 neuron","Random","0","0.5449976677220771","0.2070271223783493","0.4784011394999525","0.2720653712749481","0.5496389565831763","0.20282506942749023"
"silver-sweep-492","finished","-","","","2024-08-21T16:05:08.000Z","18","cx89v8ve","","1024","4","relu","6","true","64","0.7246704168937927","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.05438223470911588","mae","","","0.21849641661136587","false","","std","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5717833710935781","0.23102062195539472","200","1.4711197227439266","","","38","Default (PyTorch)","25","Default (PyTorch)","16","Default (PyTorch)","10","Default (PyTorch)","6","Default (PyTorch)","4","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 38 neurons
Hidden Layer 2: 25 neurons
Hidden Layer 3: 16 neurons
Hidden Layer 4: 10 neurons
Hidden Layer 5: 6 neurons
Hidden Layer 6: 4 neurons
Output Layer: 1 neuron","Default (PyTorch)","22.23519397990513","0.726138702203446","0.07500001043081284","0.2630726952710063","0.5430618524551392","0.7261387158062822","0.07500000298023224"
"sweepy-sweep-311","finished","-","","","2024-08-21T14:58:53.000Z","13","cx89v8ve","","1024","4","gelu","6","false","59","0.7452455329676126","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","0.34543286048702737","0.05454706053795778","huber","","","0.5928760407555664","false","","min-max","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.5126825517102368","0.23848635454972583","200","1.0356397541952969","","","173","Default (PyTorch)","173","Random","167","Default (PyTorch)","167","Random","172","Xavier","166","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 173 neurons
Hidden Layer 2: 173 neurons
Hidden Layer 3: 167 neurons
Hidden Layer 4: 167 neurons
Hidden Layer 5: 172 neurons
Hidden Layer 6: 166 neurons
Output Layer: 1 neuron","Random","0","0.49023194879985","0.2598634660243988","0.5575837575310103","0.19573213160037992","0.49023194879985","0.2598634660243988"
"polished-sweep-25","finished","-","","","2024-08-20T19:29:53.000Z","262","qy6g07aj","","1024","4","squ","3","false","13","0.6368792097599311","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.009820575370275147","mse","","","0.8635602998349091","true","","min-max","sgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.5195544790427576","0.24168916046619415","101","1.808584635789031","","","245","Random","135","Default (PyTorch)","74","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 245 neurons
Hidden Layer 2: 135 neurons
Hidden Layer 3: 74 neurons
Output Layer: 1 neuron","LeCun","0","0.5932473028386123","0.16544775664806366","0.3721688497682726","0.39417195320129395","0.5932472845213879","0.16544777154922485"
"resilient-sweep-12","finished","-","","","2024-08-20T15:42:52.000Z","354","imtxwwbl","","1024","4","elu","2","true","81","0.35321176101504237","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.06651713368469933","mae","","","0.06794946448239715","true","","std","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.49978410820929664","0.2502184212207794","101","1.1672222767230775","","","190","Default (PyTorch)","190","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 190 neurons
Hidden Layer 2: 190 neurons
Output Layer: 1 neuron","Random","63.09175883883453","0.5004370483539837","0.24956314265727997","0.49761251399703765","0.2523931860923767","0.5013027622768684","0.2486989349126816"
"wandering-sweep-8","finished","-","","","2024-08-20T18:25:43.000Z","16","qy6g07aj","","1024","4","leaky_relu","5","false","63","0.5432988864422312","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.05296330382825121","mae","","","0.44116950651399417","false","","none","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4992967350565958","0.2507166067759196","103","1.8461235513959933","","","32","Default (PyTorch)","17","Default (PyTorch)","21","He","26","Default (PyTorch)","26","He","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 32 neurons
Hidden Layer 2: 17 neurons
Hidden Layer 3: 21 neurons
Hidden Layer 4: 26 neurons
Hidden Layer 5: 26 neurons
Output Layer: 1 neuron","Random","0","0.5042440408015452","0.24577397108078003","0.49777911607555847","0.2522258162498474","0.4958670482926837","0.25415003299713135"
"crimson-sweep-30","finished","-","","","2024-08-20T19:43:02.000Z","271","qy6g07aj","","1024","4","relu","3","false","71","0.6867128118926891","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.04854490325481881","mae","","","0.7659694913447799","false","","min-max","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.4982652206490739","0.2517489542563756","200","1.5220057989394098","","","147","He","147","Default (PyTorch)","240","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 147 neurons
Hidden Layer 2: 147 neurons
Hidden Layer 3: 240 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.5021032073317502","0.24790121614933017","0.4987338124365732","0.25126779079437256","0.4939586421788984","0.2560778558254242"
"smooth-sweep-11","finished","-","","","2024-08-21T00:37:15.000Z","27","j4rlabey","","1024","4","hardelish","2","false","73","0.2312124721322072","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.0192752127547108","mae","","","0.6522391476520071","true","","none","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.4981315201762801","0.2518724203109741","200","1.6223432390926384","","","434","Default (PyTorch)","267","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 434 neurons
Hidden Layer 2: 267 neurons
Output Layer: 1 neuron","LeCun","0","0.49811373313543583","0.25188982486724854","0.4989611866980026","0.25103989243507385","0.4973196406954018","0.2526875436306"
"icy-sweep-24","finished","-","","","2024-08-21T01:41:11.000Z","26","j4rlabey","","1024","4","leaky_relu","2","false","64","0.5875523168485719","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.01722497585338553","mae","","","0.48812129400803195","false","","none","sgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.49807189099318655","0.2519332567850749","203","1.1192436207485223","","","126","Default (PyTorch)","126","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 126 neurons
Hidden Layer 2: 126 neurons
Output Layer: 1 neuron","LeCun","0","0.4965267711225613","0.2534852921962738","0.49824887195138057","0.25175419449806213","0.499440029905618","0.25056028366088867"
"still-sweep-9","finished","-","","","2024-08-20T15:37:56.000Z","27","imtxwwbl","","1024","4","hardelish","5","false","98","0.3569457610935687","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.029889164177019777","mae","","","0.16624590753156357","true","","none","adam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.49792384825538","0.25208133459091187","200","1.2789356291634608","","","289","Default (PyTorch)","289","Default (PyTorch)","186","Default (PyTorch)","186","Default (PyTorch)","169","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 289 neurons
Hidden Layer 2: 289 neurons
Hidden Layer 3: 186 neurons
Hidden Layer 4: 186 neurons
Hidden Layer 5: 169 neurons
Output Layer: 1 neuron","Xavier","0","0.496857001348164","0.25315287709236145","0.4991318371951201","0.25086891651153564","0.4977827062228557","0.2522222101688385"
"dutiful-sweep-18","finished","-","","","2024-08-20T19:00:12.000Z","261","qy6g07aj","","1024","4","selu","5","true","71","0.2705343006943813","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.06293378295904554","mae","","","0.568920818931046","false","","min-max","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.4965633145883337","0.2534567763408025","133","1.6510827866464926","","","122","Random","122","Default (PyTorch)","122","Default (PyTorch)","122","LeCun","122","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 122 neurons
Hidden Layer 2: 122 neurons
Hidden Layer 3: 122 neurons
Hidden Layer 4: 122 neurons
Hidden Layer 5: 122 neurons
Output Layer: 1 neuron","LeCun","15.412593312868747","0.49619681650912384","0.2538176476955414","0.5002564700575529","0.24974359571933744","0.4932366571983243","0.2568090856075287"
