"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","apply_penalty","huber_delta","loss_function","parameters.apply_penaltys","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","time_shift_range_max","time_shift_range_min","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons","hidden_layer_6_neurons","hidden_layer_7_neurons","combined_metric","combined_metric_accuracy","combined_metric_loss","hidden_dim_scale_factor","penalty_factor"
"azure-sweep-1","finished","-","","","2024-08-15T22:35:45.000Z","68","yh6a2tbv","elish","20","0.5750407337304215","10000","","","0.0020859275628526725","","","","min-max","","","","","","","","","","","nadam","sigmoid","","","","","","","","compress","0.8804675179760452","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","false","","","","","","","","","","","","100","1","","","","","","","357","0.99183362986228","0.00006668960122624412","0.9781375110270358","0.00047796842409297824","0.9918232001929072","0.0000668600550852716","Input Layer: 10 neurons
Hidden Layer 1: 282 neurons
Hidden Layer 2: 155 neurons
Output Layer: 1 neuron","282","155","","","","","","","0.9872647803607412","0.0002038393601348313","1.809383785230992","0"
"mild-sweep-3","finished","-","","","2024-08-15T22:29:05.000Z","80","oyaa6swa","selu","53","0.525646349482461","10000","","","0.0971915247704165","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.5235709962914318","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","100","1","","","","","","","665","-1871.7927674999175","3507352.75","-22143.30346612871","490370176","-1872.1707076505336","3508768.5","Input Layer: 10 neurons
Hidden Layer 1: 135 neurons
Hidden Layer 2: 135 neurons
Hidden Layer 3: 135 neurons
Hidden Layer 4: 135 neurons
Output Layer: 1 neuron","135","135","135","135","","","","","-8629.088980426388","165795432.41666666","1.570582073700335","0"
"stellar-sweep-2","finished","-","","","2024-08-15T22:27:58.000Z","65","oyaa6swa","ncu","31","0.3986462698281744","10000","","","0.01216041568554418","","","","min-max","","","","","","","","","","","nadam","sigmoid","","","","","","","","expand","0.13333418804833622","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","","","","","","","","","","","","100","1","","","","","","","35","NaN","NaN","0.6091446983218735","0.1527678668498993","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 59 neurons
Hidden Layer 2: 77 neurons
Hidden Layer 3: 136 neurons
Hidden Layer 4: 209 neurons
Output Layer: 1 neuron","59","77","136","209","","","","","NaN","NaN","1.3090599323191152","31.379336665943057"
"vocal-sweep-1","finished","-","","","2024-08-15T22:26:07.000Z","109","oyaa6swa","leaky_relu","6","0.5410182401168764","10000","","","0.09449341962054872","","","","std","","","","","","","","","","","adadelta","sigmoid","","","","","","","","compress","0.5768124690836002","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","false","","","","","","","","","","","","100","1","","","","","","","266","0.9663610642360514","0.001131577999331057","0.9538254571045972","0.0021320884115993977","0.966341513324299","0.001132893725298345","Input Layer: 10 neurons
Hidden Layer 1: 348 neurons
Hidden Layer 2: 210 neurons
Output Layer: 1 neuron","348","210","","","","","","","0.9621760115549826","0.0014655200454096","1.654910032730604","0"
"kind-sweep-3","finished","-","","","2024-08-15T21:28:55.000Z","285","xar3uijg","squ","83","0.37510556821040103","10000","","","0.005017932088215691","","","","none","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.4523019416100822","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","10000","-4101913381.6726727","16825693398949167000","-498195849081.5813","2.4819910404311405e+23","-4445214571.121832","19759932592204284000","Input Layer: 10 neurons
Hidden Layer 1: 491 neurons
Hidden Layer 2: 491 neurons
Hidden Layer 3: 491 neurons
Hidden Layer 4: 491 neurons
Hidden Layer 5: 491 neurons
Output Layer: 1 neuron","491","491","491","491","491","","","","-168914325678.12524","8.274522988970174e+22","1.293062679490716",""
"super-sweep-2","finished","-","","","2024-08-15T21:24:36.000Z","257","xar3uijg","swish","36","0.7151048193960527","10000","","","0.09755047224069062","","","","std","","","","","","","","","","","adamax","none","","","","","","","","maintain","0.8920648068486885","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","5904","0.988776505863456","0.00012596682063303888","0.7758547311827115","0.050241101533174515","0.988776505863456","0.00012596682063303888","Input Layer: 10 neurons
Hidden Layer 1: 276 neurons
Hidden Layer 2: 276 neurons
Hidden Layer 3: 143 neurons
Hidden Layer 4: 222 neurons
Hidden Layer 5: 369 neurons
Output Layer: 1 neuron","276","276","143","222","369","","","","0.9178025809698744","0.016831011724813532","1.4623742940019686",""
"gentle-sweep-1","finished","-","","","2024-08-15T21:18:40.000Z","352","xar3uijg","softplus","34","0.3577290271907858","10000","","","0.007426172939397176","","","","std","","","","","","","","","","","sgd","none","","","","","","","","compress","0.417769969290441","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","10000","0.9999747276306152","6.386926543200389e-10","0.9999093866820246","8.210773394523585e-9","0.9999747276306152","6.386926543200389e-10","Input Layer: 10 neurons
Hidden Layer 1: 358 neurons
Hidden Layer 2: 222 neurons
Hidden Layer 3: 137 neurons
Hidden Layer 4: 85 neurons
Hidden Layer 5: 52 neurons
Hidden Layer 6: 32 neurons
Hidden Layer 7: 19 neurons
Output Layer: 1 neuron","358","222","137","85","52","32","19","","0.9999529473144184","3.1627195677212204e-9","1.6098977643108157",""
"magic-sweep-3","finished","-","","","2024-08-15T02:36:23.000Z","28","hwquxpvp","mish","18","0.2105196715382346","10000","","","0.06882317542336254","","","","none","","","","","","","","","","","asgd","none","","","","","","","","expand","0.6951961387555279","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","579","0.9995546871129816","1.9830356734473753e-7","0.9853541674545984","0.0002145004109479487","0.9995795557308196","1.767733834867613e-7","Input Layer: 10 neurons
Hidden Layer 1: 301 neurons
Hidden Layer 2: 377 neurons
Hidden Layer 3: 314 neurons
Hidden Layer 4: 163 neurons
Hidden Layer 5: 163 neurons
Hidden Layer 6: 209 neurons
Hidden Layer 7: 225 neurons
Output Layer: 1 neuron","301","377","314","163","163","209","225","","0.9948294700994664","0.00007162516263292673","1.2526035153331614",""
"crisp-sweep-2","finished","-","","","2024-08-15T02:34:26.000Z","113","hwquxpvp","selu","63","0.475853266311861","10000","","","0.07479027760618442","","","","std","","","","","","","","","","","adamax","sigmoid","","","","","","","","maintain","0.43441922178808673","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","362","0.9998666820497292","1.7773675864418692e-8","0.9862905676516897","0.00018794853531289848","0.9998651694451284","1.8179278526986312e-8","Input Layer: 10 neurons
Hidden Layer 1: 22 neurons
Hidden Layer 2: 22 neurons
Hidden Layer 3: 22 neurons
Hidden Layer 4: 33 neurons
Output Layer: 1 neuron","22","22","22","33","","","","","0.9953408063821824","0.00006266149608909662","1.5650943674454876",""
"ancient-sweep-1","finished","-","","","2024-08-15T02:32:14.000Z","128","hwquxpvp","relu","75","0.4860789550868784","10000","","","0.03768313513655627","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.4805766367097246","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","4827","0.9981948218564358","0.0000032586681300017517","0.9889877003779473","0.00012127074296586215","0.9982006843793466","0.000003237536702727084","Input Layer: 10 neurons
Hidden Layer 1: 25 neurons
Hidden Layer 2: 25 neurons
Hidden Layer 3: 25 neurons
Hidden Layer 4: 18 neurons
Hidden Layer 5: 35 neurons
Output Layer: 1 neuron","25","25","25","18","35","","","","0.9951277355379098","0.00004258898259953033","1.7804934982389966",""
"peachy-sweep-3","finished","-","","","2024-08-15T02:17:32.000Z","187","yfgxmbmr","hardelish","70","0.4297409897134909","10000","","","0.07776553603489621","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.4743556885133867","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","2893","0.9950922585367252","0.000024085926270345223","0.9782767938553758","0.0004718976852018386","0.9951534948687764","0.000023488611986977048","Input Layer: 10 neurons
Hidden Layer 1: 30 neurons
Hidden Layer 2: 17 neurons
Hidden Layer 3: 10 neurons
Hidden Layer 4: 8 neurons
Hidden Layer 5: 7 neurons
Hidden Layer 6: 4 neurons
Hidden Layer 7: 4 neurons
Output Layer: 1 neuron","30","17","10","8","7","4","4","","0.9895075157536258","0.0001731574078197203","1.702017058390738",""
"olive-sweep-2","finished","-","","","2024-08-15T02:12:59.000Z","268","yfgxmbmr","relu","87","0.2415157495424081","10000","","","0.09783460038096518","","","","none","","","","","","","","","","","nadam","none","","","","","","","","expand","0.5473349931931362","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","10000","0.9997208714548808","7.791274470037024e-8","0.9997196793619582","7.857966011215467e-8","0.9997208714548808","7.791274470037024e-8","Input Layer: 10 neurons
Hidden Layer 1: 113 neurons
Hidden Layer 2: 117 neurons
Hidden Layer 3: 117 neurons
Hidden Layer 4: 164 neurons
Hidden Layer 5: 105 neurons
Hidden Layer 6: 121 neurons
Output Layer: 1 neuron","113","117","117","164","105","121","","","0.9997204740905732","7.813504983763171e-8","1.0404748092822491",""
"icy-sweep-1","finished","-","","","2024-08-15T02:12:43.000Z","11","yfgxmbmr","squ","78","0.5319483412432344","10000","","","0.0950222787840084","","","","none","","","","","","","","","","","sgd","none","","","","","","","","expand","0.7479051584316608","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 508 neurons
Hidden Layer 2: 646 neurons
Hidden Layer 3: 713 neurons
Hidden Layer 4: 967 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","508","646","713","967","1024","1024","1024","","NaN","NaN","1.2718018643360072",""
"sleek-sweep-3","finished","-","","","2024-08-15T01:59:19.000Z","29","lon7fdlk","elu","5","0.6452165811959089","10000","","","0.01891060288668674","","","","none","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.5609059391639165","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","956","0.9999998821226996","1.3895057962576023e-14","0.9999993215396544","4.603084406695769e-13","0.9999998817167588","1.3990925151546266e-14","Input Layer: 10 neurons
Hidden Layer 1: 343 neurons
Hidden Layer 2: 343 neurons
Hidden Layer 3: 179 neurons
Hidden Layer 4: 139 neurons
Hidden Layer 5: 94 neurons
Output Layer: 1 neuron","343","343","179","139","94","","","","0.9999996951263708","1.6273147459456636e-13","1.677432795601347",""
"olive-sweep-2","finished","-","","","2024-08-15T01:56:47.000Z","149","lon7fdlk","swish","14","0.2658316032958645","10000","","","0.05403217899527638","","","","std","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.5381861061718922","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","2108","0.9992972118271296","4.939112159263459e-7","0.9865247807446548","0.0001815815339796245","0.9992899989185744","5.04101535625523e-7","Input Layer: 10 neurons
Hidden Layer 1: 62 neurons
Hidden Layer 2: 62 neurons
Output Layer: 1 neuron","62","62","","","","","","","0.9950373304967864","0.00006085984891039213","1.786810591038111",""
"noble-sweep-1","finished","-","","","2024-08-15T01:55:41.000Z","64","lon7fdlk","gcu","20","0.6935396365621291","10000","","","0.044274041086569065","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.8675863485987773","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","200","-27480.76413551357","755247360","-205658.5860736863","42295865344","-29045.37726120075","843692032","Input Layer: 10 neurons
Hidden Layer 1: 416 neurons
Hidden Layer 2: 416 neurons
Hidden Layer 3: 416 neurons
Hidden Layer 4: 416 neurons
Output Layer: 1 neuron","416","416","416","416","","","","","-87394.9091568002","14631601578.666666","1.5043056528488234",""
"sparkling-sweep-3","finished","-","","","2024-08-15T01:51:42.000Z","8","jkq20umd","squ","93","0.7225927128244316","10000","","","0.04201898375840785","","","","none","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.7998841249769633","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 482 neurons
Hidden Layer 2: 482 neurons
Hidden Layer 3: 619 neurons
Hidden Layer 4: 619 neurons
Hidden Layer 5: 481 neurons
Output Layer: 1 neuron","482","482","619","619","481","","","","NaN","NaN","1.284621037916077",""
"floral-sweep-2","finished","-","","","2024-08-15T01:50:46.000Z","52","jkq20umd","softplus","18","0.22314013560167908","10000","","","0.09743507939727246","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.6831403354461345","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","1699","0.8470965604056105","0.023379461839795113","-96.26196403752856","9459.8896484375","0.8470965604056105","0.023379461839795113","Input Layer: 10 neurons
Hidden Layer 1: 344 neurons
Hidden Layer 2: 187 neurons
Hidden Layer 3: 102 neurons
Hidden Layer 4: 55 neurons
Hidden Layer 5: 30 neurons
Hidden Layer 6: 16 neurons
Hidden Layer 7: 8 neurons
Output Layer: 1 neuron","344","187","102","55","30","16","8","","-31.522590305572447","3153.31213578706","1.8325904441429128",""
"usual-sweep-1","finished","-","","","2024-08-15T01:50:10.000Z","31","jkq20umd","selu","67","0.28262678510705447","10000","","","0.03223970165655499","","","","none","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.8925583406961163","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","883","0.9511896237206174","0.0023824528325349092","0.12759566429827285","0.7610893249511719","0.9511627968644124","0.002385072410106659","Input Layer: 10 neurons
Hidden Layer 1: 103 neurons
Hidden Layer 2: 103 neurons
Hidden Layer 3: 103 neurons
Hidden Layer 4: 103 neurons
Hidden Layer 5: 103 neurons
Hidden Layer 6: 103 neurons
Output Layer: 1 neuron","103","103","103","103","103","103","","","0.6766493616277675","0.25528561673127115","1.3852579992490404",""
"warm-sweep-3","finished","-","","","2024-08-15T01:45:59.000Z","12","iiz51a3g","relu","9","0.3246330110517181","10000","","","0.09840644197228753","","","","none","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.8769515631737824","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","202","-0.08832567374867306","1.184452772140503","-0.08868729683444743","1.1852400302886963","-0.08832567374867306","1.184452772140503","Input Layer: 10 neurons
Hidden Layer 1: 150 neurons
Hidden Layer 2: 150 neurons
Hidden Layer 3: 150 neurons
Hidden Layer 4: 109 neurons
Hidden Layer 5: 161 neurons
Output Layer: 1 neuron","150","150","150","109","161","","","","-0.08844621477726451","1.184715191523234","1.43205871802396",""
"morning-sweep-2","finished","-","","","2024-08-15T01:44:07.000Z","110","iiz51a3g","elu","96","0.30373001121649734","10000","","","0.037654126409152","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.3404706568917926","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","261","-0.5958791236516408","2.546830177307129","-4.376722725096882","28.90914726257324","-0.5840983884820663","2.5093677043914795","Input Layer: 10 neurons
Hidden Layer 1: 70 neurons
Hidden Layer 2: 70 neurons
Output Layer: 1 neuron","70","70","","","","","","","-1.8522334124101965","11.321781714757284","1.775739179007558",""
"bright-sweep-1","finished","-","","","2024-08-15T01:43:52.000Z","11","iiz51a3g","squ","22","0.2064478559782802","10000","","","0.04271091678460422","","","","none","","","","","","","","","","","asgd","none","","","","","","","","expand","0.3629293726967889","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 273 neurons
Hidden Layer 2: 477 neurons
Hidden Layer 3: 272 neurons
Hidden Layer 4: 155 neurons
Hidden Layer 5: 88 neurons
Hidden Layer 6: 88 neurons
Hidden Layer 7: 154 neurons
Output Layer: 1 neuron","273","477","272","155","88","88","154","","NaN","NaN","1.7506125037122873",""
"sunny-sweep-3","finished","-","","","2024-08-15T01:22:13.000Z","13","4endxiow","relu","88","0.5423709803882737","10000","","","0.05458443816438214","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.05809617883765449","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","201","0.7459026468964298","0.06456546485424042","0.827183058806124","0.029865695163607597","0.7450022317245382","0.06502386182546616","Input Layer: 10 neurons
Hidden Layer 1: 501 neurons
Hidden Layer 2: 795 neurons
Hidden Layer 3: 516 neurons
Output Layer: 1 neuron","501","795","516","","","","","","0.7726959791423639","0.05315167394777139","1.5886156478003133",""
"rural-sweep-2","finished","-","","","2024-08-15T01:21:53.000Z","16","4endxiow","gcu","3","0.48119091026892064","10000","","","0.035190742587829255","","","","none","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.8294884980120248","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","406","0.8969350539934938","0.01062238309532404","0.9020975070332448","0.009584898129105568","0.907322732678059","0.00858907587826252","Input Layer: 10 neurons
Hidden Layer 1: 262 neurons
Hidden Layer 2: 262 neurons
Output Layer: 1 neuron","262","262","","","","","","","0.9021184312349324","0.009598785700897375","1.3164855624465848",""
"dauntless-sweep-1","finished","-","","","2024-08-15T01:21:32.000Z","15","4endxiow","gcu","55","0.6081445771191578","10000","","","0.04717622511857532","","","","none","","","","","","","","","","","adam","none","","","","","","","","compress","0.2043209472203362","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","200","-643.5011394481782","415381.71875","-3089.967809602682","9554082","-660.1824871017078","437162.28125","Input Layer: 10 neurons
Hidden Layer 1: 314 neurons
Hidden Layer 2: 293 neurons
Hidden Layer 3: 273 neurons
Output Layer: 1 neuron","314","293","273","","","","","","-1464.5504787175223","3468875.3333333335","1.0711667890139018",""
