"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons","hidden_layer_6_neurons","hidden_layer_7_neurons"
"daily-sweep-16","finished","-","","","2024-07-29T06:26:29.000Z","40","28r9axv2","relu","70","0.24631961422703627","5000","","","0.07996243278091464","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.735131937389276","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","249","0.33491879231232957","0.44233301281929016","-9574861.3768566","91677989535744","0.3346322713529374","0.4427142143249512","Input Layer: 10 neurons
Hidden Layer 1: 147 neurons
Hidden Layer 2: 200 neurons
Hidden Layer 3: 272 neurons
Hidden Layer 4: 371 neurons
Hidden Layer 5: 506 neurons
Output Layer: 1 neuron","147","200","272","371","506","",""
"fragrant-sweep-4","finished","-","","","2024-07-31T02:40:40.000Z","279","hflbsxpa","mish","10","0.4013405565553847","10000","","","0.036564633453532246","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","expand","0.010415329191065291","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","161","0.33375770197555366","0.44387879967689514","-2.457465296507008","11.954066276550291","0.3346555181604699","0.44268327951431274","Input Layer: 10 neurons
Hidden Layer 1: 103 neurons
Hidden Layer 2: 165 neurons
Hidden Layer 3: 265 neurons
Hidden Layer 4: 426 neurons
Hidden Layer 5: 685 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","103","165","265","426","685","1024","1024"
"decent-sweep-22","finished","-","","","2024-07-29T13:32:34.000Z","285","cxuwpl54","selu","2","0.4414963963145243","5000","","","0.00164728746365405","","","","min-max","","","","","","","","","","","asgd","none","","","","","","","","compress","0.23711973462163968","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","204","0.3300577283577747","0.44882264733314514","0.6031745536081405","0.1574704349040985","0.3301325561570909","0.44872239232063293","Input Layer: 10 neurons
Hidden Layer 1: 130 neurons
Hidden Layer 2: 77 neurons
Hidden Layer 3: 77 neurons
Hidden Layer 4: 128 neurons
Hidden Layer 5: 213 neurons
Hidden Layer 6: 127 neurons
Output Layer: 1 neuron","130","77","77","128","213","127",""
"smooth-sweep-41","finished","-","","","2024-07-29T15:18:37.000Z","899","cxuwpl54","selu","87","0.5156880479708276","5000","","","0.0128391654625463","","","","min-max","","","","","","","","","","","adadelta","none","","","","","","","","expand","0.5649038728922869","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","2739","0.3164069693432914","0.4672994315624237","0.8606823657790662","0.019409403204917908","0.314415805017498","0.4700256884098053","Input Layer: 10 neurons
Hidden Layer 1: 442 neurons
Hidden Layer 2: 592 neurons
Hidden Layer 3: 836 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","442","592","836","1024","1024","1024","1024"
"visionary-sweep-10","finished","-","","","2024-07-29T03:36:23.000Z","415","dxmnzeyx","relu","23","0.45711121524584786","500","","","0.03555075805730105","","","","std","","","","","","","","","","","adamax","none","","","","","","","","expand","0.5861336922960331","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","true","5","2","","","","","","","","","","","","","","","","","","","","","true","","63","0.27429216672034795","0.5266518592834473","0.27709363162352063","0.52259361743927","0.2792173600060357","0.5195276141166687","Input Layer: 10 neurons
Hidden Layer 1: 206 neurons
Hidden Layer 2: 280 neurons
Output Layer: 1 neuron","206","280","","","","",""
"logical-sweep-2","finished","-","","","2024-07-29T17:55:05.000Z","286","zy9d9bjc","swish","18","0.570161866648583","10000","","","0.06515090174148436","","","","min-max","","","","","","","","","","","adamax","none","","","","","","","","expand","0.6400999797951712","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","233","0.2431018485752201","0.572894811630249","0.23196242399299116","0.5898817181587219","0.23993439700278008","0.5776997208595276","Input Layer: 10 neurons
Hidden Layer 1: 506 neurons
Hidden Layer 2: 682 neurons
Output Layer: 1 neuron","506","682","","","","",""
"floral-sweep-14","finished","-","","","2024-07-29T08:49:59.000Z","57","45hzg2jd","gelu","90","0.32575742910219596","5000","","","0.07194121483263892","","","","none","","","","","","","","","","","adamax","none","","","","","","","","expand","0.42470362490689656","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","255","0.22898245340614387","0.5944680571556091","-96.20582624642414","9448.97265625","0.23010479389240823","0.5927386283874512","Input Layer: 10 neurons
Hidden Layer 1: 441 neurons
Hidden Layer 2: 720 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Output Layer: 1 neuron","441","720","1024","1024","1024","",""
"absurd-sweep-12","finished","-","","","2024-07-29T18:52:58.000Z","309","zy9d9bjc","selu","72","0.278370224053262","10000","","","0.00041820350388646984","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.0014628658675103767","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","200","0.20222415606341423","0.6364462971687317","0.6453667072933622","0.12576477229595184","0.2016483599399802","0.6373653411865234","Input Layer: 10 neurons
Hidden Layer 1: 482 neurons
Hidden Layer 2: 482 neurons
Hidden Layer 3: 482 neurons
Hidden Layer 4: 482 neurons
Hidden Layer 5: 482 neurons
Hidden Layer 6: 482 neurons
Hidden Layer 7: 482 neurons
Output Layer: 1 neuron","482","482","482","482","482","482","482"
"volcanic-sweep-13","finished","-","","","2024-07-29T06:20:13.000Z","31","28r9axv2","relu","8","0.2930263628974883","5000","","","0.07239263609513968","","","","none","","","","","","","","","","","adamw","none","","","","","","","","compress","0.5022830265995508","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","202","0.18996193551386553","0.6561616659164429","0.1916850842611022","0.6533730030059814","0.19030217897610124","0.6556105613708496","Input Layer: 10 neurons
Hidden Layer 1: 417 neurons
Hidden Layer 2: 215 neurons
Hidden Layer 3: 110 neurons
Hidden Layer 4: 56 neurons
Hidden Layer 5: 28 neurons
Output Layer: 1 neuron","417","215","110","56","28","",""
"graceful-sweep-19","finished","-","","","2024-07-29T19:41:56.000Z","290","zy9d9bjc","selu","91","0.6586936748563773","10000","","","0.0930057188923154","","","","min-max","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.35947792358717384","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","204","0.147592491345783","0.7265985608100891","0.6434658213570277","0.1271166205406189","0.14783296257836354","0.7261886596679688","Input Layer: 10 neurons
Hidden Layer 1: 140 neurons
Hidden Layer 2: 71 neurons
Hidden Layer 3: 71 neurons
Hidden Layer 4: 58 neurons
Output Layer: 1 neuron","140","71","71","58","","",""
"happy-sweep-6","finished","-","","","2024-07-29T03:15:54.000Z","251","dxmnzeyx","relu","89","0.36967383671329057","500","","","0.04803873274235671","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.23325936315050683","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","4","","256","8","","2","1.01","true","5","2","","","","","","","","","","","","","","","","","","","","","false","","62","0.06986058423899277","0.8651593327522278","0.06807858521929344","0.8684775233268738","0.0699777644774916","0.8649413585662842","Input Layer: 10 neurons
Hidden Layer 1: 233 neurons
Hidden Layer 2: 233 neurons
Hidden Layer 3: 233 neurons
Hidden Layer 4: 233 neurons
Output Layer: 1 neuron","233","233","233","233","","",""
"polished-sweep-5","finished","-","","","2024-07-29T05:38:56.000Z","440","28r9axv2","hardelish","3","0.6262552344233199","5000","","","0.030158023593440737","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","expand","0.14603651655338004","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","0.01962280700921082","0.961139440536499","0.7390996576827947","0.0680689886212349","0.021949680729646093","0.9565824270248412","Input Layer: 10 neurons
Hidden Layer 1: 85 neurons
Hidden Layer 2: 130 neurons
Hidden Layer 3: 87 neurons
Hidden Layer 4: 169 neurons
Hidden Layer 5: 118 neurons
Hidden Layer 6: 81 neurons
Output Layer: 1 neuron","85","130","87","169","118","81",""
"pleasant-sweep-11","finished","-","","","2024-07-29T18:48:07.000Z","285","zy9d9bjc","mish","16","0.5305521741060386","10000","","","0.03947742732059928","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.5116753722356743","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","229","-0.11123125830723768","1.234834909439087","-37.49508041062276","1481.8712158203125","-0.10862109934840736","1.2290407419204712","Input Layer: 10 neurons
Hidden Layer 1: 246 neurons
Hidden Layer 2: 246 neurons
Hidden Layer 3: 246 neurons
Hidden Layer 4: 246 neurons
Hidden Layer 5: 246 neurons
Output Layer: 1 neuron","246","246","246","246","246","",""
"stellar-sweep-31","finished","-","","","2024-07-29T14:16:40.000Z","439","cxuwpl54","hardelish","18","0.7164903732075176","5000","","","0.001431549556361376","","","","std","","","","","","","","","","","adamax","none","","","","","","","","expand","0.031227209048693593","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","-0.1632846563224033","1.3532311916351318","0.7726382344623063","0.051693372428417206","-0.1665710455445817","1.3608880043029783","Input Layer: 10 neurons
Hidden Layer 1: 178 neurons
Hidden Layer 2: 232 neurons
Hidden Layer 3: 303 neurons
Hidden Layer 4: 231 neurons
Hidden Layer 5: 231 neurons
Hidden Layer 6: 231 neurons
Hidden Layer 7: 231 neurons
Output Layer: 1 neuron","178","232","303","231","231","231","231"
"gentle-sweep-1","finished","-","","","2024-07-30T02:01:25.000Z","428","xxeoz0mu","mish","2","0.3330685836098193","10000","","","0.09826824166538412","","","","std","","","","","","","","","","","nadam","none","","","","","","","","compress","0.6693942373148901","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","216","-0.2082417661677174","1.459848165512085","-5392.95698907583","29094772","-0.2092158722981894","1.462203025817871","Input Layer: 10 neurons
Hidden Layer 1: 397 neurons
Hidden Layer 2: 300 neurons
Hidden Layer 3: 412 neurons
Hidden Layer 4: 805 neurons
Hidden Layer 5: 999 neurons
Hidden Layer 6: 999 neurons
Hidden Layer 7: 699 neurons
Output Layer: 1 neuron","397","300","412","805","999","999","699"
"prime-sweep-7","finished","-","","","2024-07-31T02:53:34.000Z","118","hflbsxpa","hardelish","20","0.6721716256391638","10000","","","0.08182088520568145","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.84795201494173","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","909","-0.48548181327644446","2.2066562175750732","0.6788226150692105","0.10315491259098052","-0.477509210238336","2.1830334663391113","Input Layer: 10 neurons
Hidden Layer 1: 264 neurons
Hidden Layer 2: 264 neurons
Hidden Layer 3: 264 neurons
Hidden Layer 4: 317 neurons
Hidden Layer 5: 270 neurons
Output Layer: 1 neuron","264","264","264","317","270","",""
"still-sweep-9","finished","-","","","2024-07-29T18:40:37.000Z","318","zy9d9bjc","hardelish","38","0.3309035460688141","10000","","","0.03906718264435627","","","","min-max","","","","","","","","","","","adam","none","","","","","","","","maintain","0.27430559622050016","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","646","-0.671020289336143","2.792308807373047","-2.122581919686625","9.750517845153809","-0.6670220790835675","2.7789626121520996","Input Layer: 10 neurons
Hidden Layer 1: 150 neurons
Hidden Layer 2: 150 neurons
Hidden Layer 3: 150 neurons
Hidden Layer 4: 150 neurons
Hidden Layer 5: 150 neurons
Hidden Layer 6: 150 neurons
Output Layer: 1 neuron","150","150","150","150","150","150",""
"sparkling-sweep-22","finished","-","","","2024-07-29T19:58:42.000Z","45","zy9d9bjc","hardelish","74","0.32341258052174027","10000","","","0.033432748346080246","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.5148612468223113","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","216","-1.015681894371752","4.062973499298096","-4.594495670337043","31.29838180541992","-1.0152058720074946","4.061054706573486","Input Layer: 10 neurons
Hidden Layer 1: 501 neurons
Hidden Layer 2: 270 neurons
Hidden Layer 3: 215 neurons
Hidden Layer 4: 232 neurons
Hidden Layer 5: 175 neurons
Hidden Layer 6: 92 neurons
Output Layer: 1 neuron","501","270","215","232","175","92",""
"scarlet-sweep-2","finished","-","","","2024-07-31T00:18:50.000Z","354","bprx8wpd","hardelish","11","0.35664398913081075","10000","","","0.0704166993236872","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","compress","0.4310048947234976","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","696","-7.998901724031079","80.98023223876953","-9.79798965110502","116.5965805053711","-8.00199444182588","81.03590393066406","Input Layer: 10 neurons
Hidden Layer 1: 428 neurons
Hidden Layer 2: 355 neurons
Hidden Layer 3: 294 neurons
Hidden Layer 4: 244 neurons
Hidden Layer 5: 202 neurons
Hidden Layer 6: 167 neurons
Output Layer: 1 neuron","428","355","294","244","202","167",""
"jolly-sweep-12","finished","-","","","2024-07-29T03:48:06.000Z","284","dxmnzeyx","swish","47","0.5333717855537805","500","","","0.07456410371674456","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.8646560120289223","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","5","","256","8","","2","1.01","true","5","2","","","","","","","","","","","","","","","","","","","","","true","","167","-12.407223681679438","179.75364685058594","-26686.065930896188","712199488","-12.514504446865075","182.6418304443359","Input Layer: 10 neurons
Hidden Layer 1: 165 neurons
Hidden Layer 2: 165 neurons
Hidden Layer 3: 165 neurons
Hidden Layer 4: 241 neurons
Hidden Layer 5: 241 neurons
Output Layer: 1 neuron","165","165","165","241","241","",""
"trim-sweep-44","finished","-","","","2024-07-29T15:38:58.000Z","434","cxuwpl54","softplus","3","0.7467897740561715","5000","","","0.05603313881308437","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.49728189369232934","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","264","-13.82345137588947","219.73471069335935","-21.915415596769268","525.1162719726562","-13.826183067320567","219.81570434570312","Input Layer: 10 neurons
Hidden Layer 1: 169 neurons
Hidden Layer 2: 227 neurons
Hidden Layer 3: 168 neurons
Hidden Layer 4: 168 neurons
Output Layer: 1 neuron","169","227","168","168","","",""
"different-sweep-10","finished","-","","","2024-07-29T12:27:32.000Z","288","cxuwpl54","gcu","80","0.5523499319832287","5000","","","0.02944252895530165","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","expand","0.023858097787406295","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","200","-26.30197031365708","745.3975830078125","-53.06490240326898","2923.013671875","-26.286303494581993","744.5423583984375","Input Layer: 10 neurons
Hidden Layer 1: 334 neurons
Hidden Layer 2: 483 neurons
Output Layer: 1 neuron","334","483","","","","",""
"dutiful-sweep-8","finished","-","","","2024-07-30T03:36:04.000Z","378","xxeoz0mu","leaky_relu","28","0.2620411924496204","10000","","","0.06891594634152129","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.5641263608258693","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","923","-91.74796262081718","8602.1845703125","-23974.179165128255","574809216","-91.2941544058994","8518.2109375","Input Layer: 10 neurons
Hidden Layer 1: 252 neurons
Hidden Layer 2: 471 neurons
Hidden Layer 3: 746 neurons
Hidden Layer 4: 1024 neurons
Output Layer: 1 neuron","252","471","746","1024","","",""
"vague-sweep-12","finished","-","","","2024-07-29T12:34:32.000Z","281","cxuwpl54","gcu","72","0.3032915771934696","5000","","","0.06391088872608829","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","compress","0.6342204491681916","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","-120.3566340056756","14727.4326171875","-236.03943830616035","56187.6953125","-116.5193925153951","13810.8076171875","Input Layer: 10 neurons
Hidden Layer 1: 48 neurons
Hidden Layer 2: 25 neurons
Hidden Layer 3: 25 neurons
Hidden Layer 4: 25 neurons
Hidden Layer 5: 25 neurons
Hidden Layer 6: 25 neurons
Output Layer: 1 neuron","48","25","25","25","25","25",""
"chocolate-sweep-5","finished","-","","","2024-07-31T02:45:21.000Z","61","hflbsxpa","elu","80","0.5837123028037595","10000","","","0.08066552511863241","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.7738679495438611","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","536","-123.84951097471308","15587.400390625","-414.4899780680637","172631.921875","-123.8450484913699","15586.2861328125","Input Layer: 10 neurons
Hidden Layer 1: 428 neurons
Hidden Layer 2: 704 neurons
Output Layer: 1 neuron","428","704","","","","",""
"vital-sweep-3","finished","-","","","2024-07-31T02:35:36.000Z","300","hflbsxpa","gcu","85","0.42894681342766","10000","","","0.06931473004439231","","","","min-max","","","","","","","","","","","adam","none","","","","","","","","expand","0.5651057086959448","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","-217.6565871978249","47810.703125","-824.9121472650708","682130.875","-222.1028963141223","49774.90234375","Input Layer: 10 neurons
Hidden Layer 1: 235 neurons
Hidden Layer 2: 261 neurons
Hidden Layer 3: 365 neurons
Hidden Layer 4: 365 neurons
Hidden Layer 5: 377 neurons
Hidden Layer 6: 211 neurons
Output Layer: 1 neuron","235","261","365","365","377","211",""
"charmed-sweep-7","finished","-","","","2024-07-29T03:20:09.000Z","262","dxmnzeyx","gcu","31","0.5866560025473719","500","","","0.033948476606524225","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.33259056990557534","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","4","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","true","","82","-293.4165973794616","86681.1328125","-1471.720187272518","2168904.75","-294.4750412471416","87305.5","Input Layer: 10 neurons
Hidden Layer 1: 229 neurons
Hidden Layer 2: 229 neurons
Hidden Layer 3: 154 neurons
Hidden Layer 4: 154 neurons
Output Layer: 1 neuron","229","229","154","154","","",""
"happy-sweep-13","finished","-","","","2024-07-29T18:58:09.000Z","45","zy9d9bjc","gcu","21","0.5514694893431697","10000","","","0.03435141399332753","","","","none","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.6100750534410148","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","-657.685694204755","433866.84375","-4655.027061777026","21678588","-649.6739775033269","423376.625","Input Layer: 10 neurons
Hidden Layer 1: 299 neurons
Hidden Layer 2: 299 neurons
Hidden Layer 3: 299 neurons
Hidden Layer 4: 574 neurons
Hidden Layer 5: 574 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","299","299","299","574","574","1024",""
"desert-sweep-1","finished","-","","","2024-07-29T11:15:41.000Z","1106","cxuwpl54","elu","55","0.34291393313036445","5000","","","0.020796456448277677","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.8653990302879537","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","4724","-19984921735341.17","3.99397096767752e+26","-20225087187889.68","4.090541517577797e+26","-19948581187929.97","3.979458914114733e+26","Input Layer: 10 neurons
Hidden Layer 1: 358 neurons
Hidden Layer 2: 655 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 559 neurons
Hidden Layer 7: 559 neurons
Output Layer: 1 neuron","358","655","1024","1024","1024","559","559"
"glowing-sweep-30","finished","-","","","2024-07-29T14:15:54.000Z","43","cxuwpl54","swish","44","0.5716784907114253","5000","","","0.0351668885008604","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.3458342841681384","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","-39574614561040.766","1.566150117655019e+27","-41241010435001.89","1.700820941700017e+27","-39696362037426.04","1.5758011590064787e+27","Input Layer: 10 neurons
Hidden Layer 1: 493 neurons
Hidden Layer 2: 493 neurons
Hidden Layer 3: 260 neurons
Hidden Layer 4: 260 neurons
Hidden Layer 5: 491 neurons
Hidden Layer 6: 928 neurons
Hidden Layer 7: 928 neurons
Output Layer: 1 neuron","493","493","260","260","491","928","928"
"zesty-sweep-14","finished","-","","","2024-07-29T12:46:37.000Z","35","cxuwpl54","elish","54","0.7724942581271346","5000","","","0.00015449649691616014","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.18860092573520337","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 490 neurons
Hidden Layer 2: 273 neurons
Output Layer: 1 neuron","490","273","","","","",""
"charmed-sweep-29","finished","-","","","2024-07-29T14:10:37.000Z","308","cxuwpl54","hardelish","92","0.6888628809624233","5000","","","0.03556588074242435","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","expand","0.26588962823788304","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 510 neurons
Hidden Layer 2: 629 neurons
Hidden Layer 3: 776 neurons
Hidden Layer 4: 628 neurons
Hidden Layer 5: 508 neurons
Output Layer: 1 neuron","510","629","776","628","508","",""
"fresh-sweep-23","finished","-","","","2024-07-30T00:18:12.000Z","267","3wj0g9tl","elish","93","0.6449607102513851","10000","","","0.04339991646795495","","","","min-max","","","","","","","","","","","adamax","none","","","","","","","","compress","0.02505491010726252","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 262 neurons
Hidden Layer 2: 187 neurons
Output Layer: 1 neuron","262","187","","","","",""
"misunderstood-sweep-50","finished","-","","","2024-07-29T16:23:50.000Z","431","cxuwpl54","elu","29","0.752677785846809","5000","","","0.08312320303970192","","","","std","","","","","","","","","","","sgd","none","","","","","","","","compress","0.13901285614911174","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 387 neurons
Hidden Layer 2: 252 neurons
Hidden Layer 3: 252 neurons
Hidden Layer 4: 457 neurons
Output Layer: 1 neuron","387","252","252","457","","",""
