"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons","hidden_layer_6_neurons","hidden_layer_7_neurons"
"blooming-sweep-9","finished","-","","","2024-07-31T00:59:55.000Z","272","bprx8wpd","dsu","56","0.40077271232859313","10000","","","0.07122675261346985","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.08362140919707628","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","130","0.7846136875189973","0.04639126360416413","0.7847615832588857","0.04632757604122162","0.7859709581362874","0.04580843076109886","Input Layer: 10 neurons
Hidden Layer 1: 204 neurons
Hidden Layer 2: 204 neurons
Hidden Layer 3: 204 neurons
Hidden Layer 4: 204 neurons
Output Layer: 1 neuron","204","204","204","204","","",""
"vague-sweep-45","finished","-","","","2024-07-29T15:46:16.000Z","338","cxuwpl54","gcu","39","0.629814189657447","5000","","","0.08229328145753738","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","expand","0.691159923310146","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","517","0.7844288136420423","0.04647093638777733","0.7838105299389565","0.04673788696527481","0.7851872379802918","0.0461445227265358","Input Layer: 10 neurons
Hidden Layer 1: 458 neurons
Hidden Layer 2: 563 neurons
Hidden Layer 3: 340 neurons
Hidden Layer 4: 317 neurons
Hidden Layer 5: 168 neurons
Hidden Layer 6: 334 neurons
Output Layer: 1 neuron","458","563","340","317","168","334",""
"sandy-sweep-15","finished","-","","","2024-07-29T12:47:15.000Z","448","cxuwpl54","swish","10","0.5415403418757907","5000","","","0.01329551725514514","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.197852343365069","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","234","0.7843923278528621","0.04648666828870773","0.7901113235267604","0.04405325651168823","0.7856856192167658","0.0459306538105011","Input Layer: 10 neurons
Hidden Layer 1: 244 neurons
Hidden Layer 2: 244 neurons
Hidden Layer 3: 244 neurons
Hidden Layer 4: 244 neurons
Hidden Layer 5: 244 neurons
Hidden Layer 6: 244 neurons
Hidden Layer 7: 244 neurons
Output Layer: 1 neuron","244","244","244","244","244","244","244"
"upbeat-sweep-17","finished","-","","","2024-07-29T09:06:26.000Z","309","45hzg2jd","softplus","27","0.32141688240285216","5000","","","0.043638769127015926","","","","min-max","","","","","","","","","","","adam","none","","","","","","","","compress","0.3638678187691311","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","425","0.78438925237351","0.046487994492053986","0.785065401385257","0.04619688168168068","0.7850669266246162","0.04619622603058815","Input Layer: 10 neurons
Hidden Layer 1: 440 neurons
Hidden Layer 2: 306 neurons
Hidden Layer 3: 213 neurons
Output Layer: 1 neuron","440","306","213","","","",""
"lyric-sweep-15","finished","-","","","2024-07-31T01:25:55.000Z","275","bprx8wpd","softplus","89","0.6756384474188328","10000","","","0.029601604539937983","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","compress","0.6655756464250279","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","182","0.784306032388294","0.046523887664079666","0.7855071766393302","0.046007171273231506","0.7831068510454265","0.047042638063430786","Input Layer: 10 neurons
Hidden Layer 1: 129 neurons
Hidden Layer 2: 94 neurons
Hidden Layer 3: 94 neurons
Hidden Layer 4: 140 neurons
Hidden Layer 5: 140 neurons
Hidden Layer 6: 111 neurons
Hidden Layer 7: 196 neurons
Output Layer: 1 neuron","129","94","94","140","140","111","196"
"true-sweep-16","finished","-","","","2024-07-29T08:57:33.000Z","528","45hzg2jd","selu","63","0.5607813994078154","5000","","","0.00028606240968590154","","","","min-max","","","","","","","","","","","asgd","none","","","","","","","","compress","0.7647413655006335","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","3372","0.7842917668616871","0.046530041843652725","0.7115897888371299","0.08318044990301132","0.7835664012438769","0.046843502670526505","Input Layer: 10 neurons
Hidden Layer 1: 27 neurons
Hidden Layer 2: 15 neurons
Hidden Layer 3: 8 neurons
Hidden Layer 4: 4 neurons
Hidden Layer 5: 4 neurons
Output Layer: 1 neuron","27","15","8","4","4","",""
"peach-sweep-7","finished","-","","","2024-07-29T08:18:33.000Z","28","45hzg2jd","swish","10","0.6062430003082746","5000","","","0.024831089192008597","","","","none","","","","","","","","","","","adamw","none","","","","","","","","expand","0.3994722030084395","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","196","0.7842518335853509","0.04654727131128311","0.7831672148331503","0.0470164567232132","0.7857423019061747","0.04590636119246483","Input Layer: 10 neurons
Hidden Layer 1: 35 neurons
Hidden Layer 2: 58 neurons
Hidden Layer 3: 70 neurons
Hidden Layer 4: 125 neurons
Output Layer: 1 neuron","35","58","70","125","","",""
"winter-sweep-10","finished","-","","","2024-07-29T23:11:59.000Z","499","3wj0g9tl","elu","46","0.44524090136945993","10000","","","0.07522663821145086","","","","std","","","","","","","","","","","adamw","none","","","","","","","","compress","0.589091277558424","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","1083","0.7842461528679048","0.0465497225522995","0.41600835287992255","0.3410462439060211","0.7854087058713782","0.04604942351579666","Input Layer: 10 neurons
Hidden Layer 1: 150 neurons
Hidden Layer 2: 83 neurons
Hidden Layer 3: 68 neurons
Hidden Layer 4: 46 neurons
Hidden Layer 5: 90 neurons
Hidden Layer 6: 67 neurons
Hidden Layer 7: 130 neurons
Output Layer: 1 neuron","150","83","68","46","90","67","130"
"avid-sweep-19","finished","-","","","2024-07-29T04:23:26.000Z","280","dxmnzeyx","leaky_relu","87","0.6864126845484557","500","","","0.05347629097220318","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","compress","0.05406467753878754","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","4","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","false","","41","0.784168683846092","0.046583157032728195","0.7830390176626483","0.047072067856788635","0.7836208415549484","0.04681994020938873","Input Layer: 10 neurons
Hidden Layer 1: 73 neurons
Hidden Layer 2: 68 neurons
Hidden Layer 3: 49 neurons
Hidden Layer 4: 34 neurons
Output Layer: 1 neuron","73","68","49","34","","",""
"different-sweep-17","finished","-","","","2024-07-29T23:51:23.000Z","430","3wj0g9tl","softplus","90","0.5934930781720757","10000","","","0.026244957207002907","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.33356488716366106","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","139","0.7839490043391388","0.04667803272604942","0.7124429805948729","0.08268903940916061","0.7836875399209593","0.04679108038544655","Input Layer: 10 neurons
Hidden Layer 1: 481 neurons
Hidden Layer 2: 481 neurons
Hidden Layer 3: 481 neurons
Hidden Layer 4: 481 neurons
Hidden Layer 5: 481 neurons
Hidden Layer 6: 481 neurons
Hidden Layer 7: 481 neurons
Output Layer: 1 neuron","481","481","481","481","481","481","481"
"decent-sweep-17","finished","-","","","2024-07-29T13:03:55.000Z","320","cxuwpl54","softplus","93","0.606343841751072","5000","","","0.08805308165055051","","","","min-max","","","","","","","","","","","adam","none","","","","","","","","compress","0.6014597117351194","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","624","0.7838024312390277","0.046741388738155365","0.7852009733106246","0.04613862186670303","0.7850243886375403","0.0462145134806633","Input Layer: 10 neurons
Hidden Layer 1: 170 neurons
Hidden Layer 2: 154 neurons
Hidden Layer 3: 96 neurons
Hidden Layer 4: 71 neurons
Output Layer: 1 neuron","170","154","96","71","","",""
"exalted-sweep-10","finished","-","","","2024-07-31T03:21:01.000Z","434","hflbsxpa","dsu","13","0.7047804610852451","10000","","","0.08937943855758501","","","","std","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.6641539036646316","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","167","0.7837742863081256","0.04675355926156044","0.7848981846652338","0.04626879096031189","0.784837023605407","0.046295106410980225","Input Layer: 10 neurons
Hidden Layer 1: 132 neurons
Hidden Layer 2: 132 neurons
Hidden Layer 3: 132 neurons
Hidden Layer 4: 132 neurons
Hidden Layer 5: 132 neurons
Output Layer: 1 neuron","132","132","132","132","132","",""
"comfy-sweep-11","finished","-","","","2024-07-29T06:11:34.000Z","486","28r9axv2","relu","20","0.23281933144093217","5000","","","0.05999983723069563","","","","std","","","","","","","","","","","adam","none","","","","","","","","expand","0.07739758308013482","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","796","0.783636595219657","0.04681312292814255","0.7844176849514743","0.04647573456168175","0.7857837564321469","0.04588859900832176","Input Layer: 10 neurons
Hidden Layer 1: 200 neurons
Hidden Layer 2: 207 neurons
Output Layer: 1 neuron","200","207","","","","",""
"winter-sweep-24","finished","-","","","2024-07-30T00:22:45.000Z","446","3wj0g9tl","dsu","79","0.5166358119855003","10000","","","0.01939139353585909","","","","std","","","","","","","","","","","asgd","none","","","","","","","","expand","0.7104728979592452","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","154","0.7833907363513253","0.0469195730984211","0.7885404177719817","0.04471515491604805","0.7840447739646139","0.046636659651994705","Input Layer: 10 neurons
Hidden Layer 1: 491 neurons
Hidden Layer 2: 844 neurons
Hidden Layer 3: 441 neurons
Hidden Layer 4: 441 neurons
Hidden Layer 5: 691 neurons
Output Layer: 1 neuron","491","844","441","441","691","",""
"northern-sweep-2","finished","-","","","2024-07-29T11:34:09.000Z","501","cxuwpl54","relu","34","0.7758923097699353","5000","","","0.06146005834317629","","","","std","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.5426522088087204","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","1001","0.7831235808163336","0.04703538119792938","0.7838410061702518","0.04672471061348915","0.7844869116246052","0.04644589126110077","Input Layer: 10 neurons
Hidden Layer 1: 191 neurons
Hidden Layer 2: 191 neurons
Output Layer: 1 neuron","191","191","","","","",""
"toasty-sweep-9","finished","-","","","2024-07-31T03:13:38.000Z","441","hflbsxpa","softplus","60","0.22696408929885784","10000","","","0.06745435266157312","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.11240844011498376","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","190","0.7827259709496335","0.04720800369977951","0.7634631991519263","0.05594965815544128","0.784364840152545","0.04649852216243744","Input Layer: 10 neurons
Hidden Layer 1: 75 neurons
Hidden Layer 2: 75 neurons
Hidden Layer 3: 75 neurons
Hidden Layer 4: 75 neurons
Hidden Layer 5: 75 neurons
Hidden Layer 6: 75 neurons
Hidden Layer 7: 75 neurons
Output Layer: 1 neuron","75","75","75","75","75","75","75"
"hearty-sweep-21","finished","-","","","2024-07-29T13:31:27.000Z","61","cxuwpl54","mish","37","0.5984508746507043","5000","","","0.07148978366832151","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.4569194282890985","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","490","0.7819547681415927","0.0475437231361866","0.772857413855204","0.05159375444054603","0.7810148583329305","0.0479544922709465","Input Layer: 10 neurons
Hidden Layer 1: 150 neurons
Hidden Layer 2: 144 neurons
Hidden Layer 3: 138 neurons
Hidden Layer 4: 132 neurons
Hidden Layer 5: 126 neurons
Hidden Layer 6: 121 neurons
Output Layer: 1 neuron","150","144","138","132","126","121",""
"bright-sweep-49","finished","-","","","2024-07-29T16:15:18.000Z","506","cxuwpl54","gelu","80","0.5862054280479831","5000","","","0.07262721682726835","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","expand","0.773890818230234","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","2249","0.7814604204506013","0.04775954782962799","0.782823173867569","0.047165773808956146","0.7818967468532758","0.04756902903318405","Input Layer: 10 neurons
Hidden Layer 1: 370 neurons
Hidden Layer 2: 595 neurons
Output Layer: 1 neuron","370","595","","","","",""
"apricot-sweep-27","finished","-","","","2024-07-29T13:55:44.000Z","91","cxuwpl54","mish","98","0.7074761465035326","5000","","","0.07071833530998359","","","","none","","","","","","","","","","","adamw","none","","","","","","","","expand","0.2060837872278684","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","864","0.7809040217057907","0.048003047704696655","0.6934153614008034","0.093994140625","0.7810801160947982","0.047925915569067","Input Layer: 10 neurons
Hidden Layer 1: 223 neurons
Hidden Layer 2: 277 neurons
Output Layer: 1 neuron","223","277","","","","",""
"resilient-sweep-9","finished","-","","","2024-07-29T12:17:23.000Z","606","cxuwpl54","softplus","82","0.4847424643960827","5000","","","0.08949384758542175","","","","std","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.5200801532173445","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","2307","0.7803727437951045","0.04823613166809082","-0.2926462929608564","1.6709344387054443","0.7824674236232279","0.04732042178511619","Input Layer: 10 neurons
Hidden Layer 1: 253 neurons
Hidden Layer 2: 253 neurons
Hidden Layer 3: 253 neurons
Hidden Layer 4: 253 neurons
Hidden Layer 5: 253 neurons
Output Layer: 1 neuron","253","253","253","253","253","",""
"lucky-sweep-19","finished","-","","","2024-07-29T06:44:27.000Z","436","28r9axv2","elu","29","0.3381155706491754","5000","","","0.08139570510979506","","","","none","","","","","","","","","","","adam","none","","","","","","","","compress","0.4159573530868984","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","5000","0.7791086004081492","0.0487930104136467","0.11259957187070546","0.7874795198440552","0.7785201280032354","0.04905333369970322","Input Layer: 10 neurons
Hidden Layer 1: 267 neurons
Hidden Layer 2: 156 neurons
Hidden Layer 3: 91 neurons
Output Layer: 1 neuron","267","156","91","","","",""
"winter-sweep-20","finished","-","","","2024-07-29T04:28:08.000Z","286","dxmnzeyx","mish","91","0.6462705196371595","500","","","0.0971385069959036","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.5984341244255987","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","true","","208","0.7790546311939371","0.04881685599684715","0.7615427057800568","0.05686188116669655","0.7804610056902526","0.04819737002253533","Input Layer: 10 neurons
Hidden Layer 1: 105 neurons
Hidden Layer 2: 105 neurons
Output Layer: 1 neuron","105","105","","","","",""
"cerulean-sweep-20","finished","-","","","2024-07-30T00:03:22.000Z","433","3wj0g9tl","gelu","92","0.5681440173556077","10000","","","0.06217579277650544","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.1585628269759654","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","170","0.7785575051856197","0.04903677850961685","0.7977070979081755","0.04092241823673248","0.7788056043275317","0.04892696067690849","Input Layer: 10 neurons
Hidden Layer 1: 168 neurons
Hidden Layer 2: 238 neurons
Hidden Layer 3: 238 neurons
Hidden Layer 4: 338 neurons
Hidden Layer 5: 480 neurons
Hidden Layer 6: 337 neurons
Output Layer: 1 neuron","168","238","238","338","480","337",""
"good-sweep-8","finished","-","","","2024-07-29T05:47:27.000Z","498","28r9axv2","dsu","47","0.2722978251549503","5000","","","0.027967794325938145","","","","std","","","","","","","","","","","adamax","none","","","","","","","","maintain","0.8399537102111935","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","313","0.778124244785251","0.04922885075211525","0.7798223590345643","0.04847819358110428","0.7769531948136474","0.04974987730383873","Input Layer: 10 neurons
Hidden Layer 1: 403 neurons
Hidden Layer 2: 403 neurons
Hidden Layer 3: 403 neurons
Hidden Layer 4: 403 neurons
Hidden Layer 5: 752 neurons
Hidden Layer 6: 752 neurons
Output Layer: 1 neuron","403","403","403","403","752","752",""
"dauntless-sweep-9","finished","-","","","2024-07-29T23:05:39.000Z","376","3wj0g9tl","relu","65","0.651051859097106","10000","","","0.0031725708473966698","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","compress","0.43692759367293393","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","1348","0.7778298262820829","0.04935958608984947","0.7947153858501703","0.04214177280664444","0.7771518764376711","0.04966128617525101","Input Layer: 10 neurons
Hidden Layer 1: 243 neurons
Hidden Layer 2: 129 neurons
Hidden Layer 3: 68 neurons
Hidden Layer 4: 36 neurons
Output Layer: 1 neuron","243","129","68","36","","",""
"copper-sweep-24","finished","-","","","2024-07-29T09:56:14.000Z","301","45hzg2jd","swish","15","0.7706302643754936","5000","","","0.010786260226320392","","","","min-max","","","","","","","","","","","adam","none","","","","","","","","expand","0.4606042944833035","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","128","0.7772174490716343","0.04963206499814987","0.7592092227407088","0.05798019841313362","0.777445950456171","0.049530304968357086","Input Layer: 10 neurons
Hidden Layer 1: 407 neurons
Hidden Layer 2: 627 neurons
Hidden Layer 3: 406 neurons
Hidden Layer 4: 625 neurons
Hidden Layer 5: 625 neurons
Hidden Layer 6: 963 neurons
Output Layer: 1 neuron","407","627","406","625","625","963",""
"floral-sweep-2","finished","-","","","2024-07-29T05:37:10.000Z","33","28r9axv2","hardelish","85","0.39738929251882815","5000","","","0.05351806678980531","","","","none","","","","","","","","","","","adamw","none","","","","","","","","compress","0.2087065477505377","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","0.775900864689915","0.05022042244672775","0.773033264292522","0.051513899117708206","0.7777104134226445","0.04941266030073166","Input Layer: 10 neurons
Hidden Layer 1: 39 neurons
Hidden Layer 2: 33 neurons
Hidden Layer 3: 28 neurons
Hidden Layer 4: 24 neurons
Hidden Layer 5: 20 neurons
Hidden Layer 6: 22 neurons
Output Layer: 1 neuron","39","33","28","24","20","22",""
"floral-sweep-4","finished","-","","","2024-07-29T11:43:14.000Z","590","cxuwpl54","softplus","25","0.4669208109321679","5000","","","0.08681482568348514","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.37367787517440026","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","3426","0.7750195955491342","0.05061618238687515","0.786732534707314","0.04548301175236702","0.774940568441679","0.05065174773335457","Input Layer: 10 neurons
Hidden Layer 1: 314 neurons
Hidden Layer 2: 563 neurons
Hidden Layer 3: 563 neurons
Hidden Layer 4: 313 neurons
Output Layer: 1 neuron","314","563","563","313","","",""
"genial-sweep-13","finished","-","","","2024-07-29T23:27:59.000Z","502","3wj0g9tl","dsu","23","0.5183402370713703","10000","","","0.008818581240665292","","","","std","","","","","","","","","","","adam","none","","","","","","","","expand","0.6214119047957523","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","265","0.774148428625211","0.051008932292461395","0.8963008114991584","0.01075352169573307","0.7737570500418467","0.05118587240576744","Input Layer: 10 neurons
Hidden Layer 1: 191 neurons
Hidden Layer 2: 312 neurons
Hidden Layer 3: 509 neurons
Hidden Layer 4: 831 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","191","312","509","831","1024","1024","1024"
"summer-sweep-2","finished","-","","","2024-07-30T02:08:39.000Z","62","xxeoz0mu","mish","84","0.2388734068811177","10000","","","0.02649080939930141","","","","none","","","","","","","","","","","nadam","none","","","","","","","","compress","0.7803777777393359","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","434","0.7718651349097421","0.052045516669750214","0.3803166021885839","0.3840075135231018","0.7712363586428407","0.052332803606987","Input Layer: 10 neurons
Hidden Layer 1: 483 neurons
Hidden Layer 2: 387 neurons
Hidden Layer 3: 482 neurons
Hidden Layer 4: 386 neurons
Hidden Layer 5: 386 neurons
Hidden Layer 6: 386 neurons
Output Layer: 1 neuron","483","387","482","386","386","386",""
"crimson-sweep-25","finished","-","","","2024-07-30T00:30:15.000Z","460","3wj0g9tl","gelu","76","0.27855052899382143","10000","","","0.09201113276969576","","","","std","","","","","","","","","","","nadam","none","","","","","","","","expand","0.6551314984234561","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","443","0.769742262180739","0.05301862582564354","0.6623624084275627","0.113999143242836","0.7687756671844821","0.05346469208598137","Input Layer: 10 neurons
Hidden Layer 1: 262 neurons
Hidden Layer 2: 448 neurons
Output Layer: 1 neuron","262","448","","","","",""
"woven-sweep-8","finished","-","","","2024-07-29T03:24:33.000Z","275","dxmnzeyx","gelu","29","0.5007473926829935","500","","","0.06747219908332619","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.8015396351241602","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","5","","256","8","","2","1.01","true","5","2","","","","","","","","","","","","","","","","","","","","","true","","74","0.7696234919984966","0.05307333543896675","0.7591552966389037","0.0580061711370945","0.7672884446287191","0.054154668003320694","Input Layer: 10 neurons
Hidden Layer 1: 68 neurons
Hidden Layer 2: 68 neurons
Hidden Layer 3: 68 neurons
Hidden Layer 4: 40 neurons
Hidden Layer 5: 66 neurons
Output Layer: 1 neuron","68","68","68","40","66","",""
"frosty-sweep-1","finished","-","","","2024-07-29T17:50:24.000Z","279","zy9d9bjc","swish","98","0.6521778270554546","10000","","","0.012578120746471744","","","","min-max","","","","","","","","","","","asgd","none","","","","","","","","expand","0.5986425009274927","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","435","0.7673062544192333","0.054146379232406616","0.8023044531008986","0.03908352926373482","0.7672418494586315","0.05417635664343834","Input Layer: 10 neurons
Hidden Layer 1: 298 neurons
Hidden Layer 2: 580 neurons
Hidden Layer 3: 297 neurons
Output Layer: 1 neuron","298","580","297","","","",""
"dark-sweep-17","finished","-","","","2024-07-29T19:29:42.000Z","305","zy9d9bjc","relu","34","0.6244829282591196","10000","","","0.03547126422711463","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","compress","0.32595687603940304","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","316","0.7672847387627342","0.05415639281272888","0.7989418851419331","0.04042436555027962","0.7672643855660293","0.05416586622595787","Input Layer: 10 neurons
Hidden Layer 1: 454 neurons
Hidden Layer 2: 237 neurons
Hidden Layer 3: 237 neurons
Hidden Layer 4: 121 neurons
Hidden Layer 5: 62 neurons
Output Layer: 1 neuron","454","237","237","121","62","",""
