"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_scale_factor","hidden_layer_2_strategy","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_scale_factor","hidden_layer_3_strategy","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_scale_factor","hidden_layer_4_strategy","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_scale_factor","hidden_layer_5_strategy","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_scale_factor","hidden_layer_6_strategy","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_scale_factor","hidden_layer_7_strategy","hidden_layer_7_weight_init","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","output_layer_weight_init","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial.distribution","parameters.hidden_dim_initial.max","parameters.hidden_dim_initial.min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor.distribution","parameters.hidden_dim_scale_factor.max","parameters.hidden_dim_scale_factor.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.loss_functions","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor.distribution","parameters.penalty_factor.max","parameters.penalty_factor.min","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","parameters.weight_init_strategys","penalty_factor","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","weight_init_strategy","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_9_weight_init","model_architecture","test_accuracy","test_loss","train_accuracy","train_loss","train_val_accuracy","train_val_loss","val_accuracy","val_loss"
"soft-sweep-15","finished","-","","","2024-08-23T03:55:12.000Z","175","cnobgnyz","","1024","4","relu","6","true","24","0.4451019049967298","10000","","","","","","512","8","","2","1.01","","","","1.398001413718986","true","maintain","He","43","","","Default (PyTorch)","60","","","Default (PyTorch)","42","","","Default (PyTorch)","42","","","Random","42","","","Default (PyTorch)","","","","","","7","2","","0.01987400974943816","mae","","","0.8060342942194851","false","","std","adamw","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.41027108953454","100","1","true","","","","","","","","","","-1.5867563984780133","8.799863788816664","17","","","43","","Input Layer: 10 neurons
Hidden Layer 1: 43 neurons
Hidden Layer 2: 43 neurons
Hidden Layer 3: 60 neurons
Hidden Layer 4: 42 neurons
Hidden Layer 5: 42 neurons
Hidden Layer 6: 42 neurons
Output Layer: 1 neuron","-2.681084391350503","13.550382296244305","-2.544473582944877","12.563292980194092","-1.0395924020417682","6.424604535102844","0.46528877886134024","0.2859160900115967"
"dutiful-sweep-19","finished","-","","","2024-08-24T18:10:32.000Z","164","gi6zas44","","1024","4","mish","","false","45","0.3975835516132192","10000","","","","117","","","","","","","","","","1.115431357257597","false","maintain","Default (PyTorch)","117","1.115431357257597","maintain","Default (PyTorch)","117","1.115431357257597","maintain","Default (PyTorch)","117","1.115431357257597","maintain","Default (PyTorch)","117","1.115431357257597","maintain","Default (PyTorch)","117","1.115431357257597","maintain","Default (PyTorch)","117","1.115431357257597","maintain","Default (PyTorch)","7","","","0.7261759304763724","0.032697453895886845","huber","","","0.32500547957856973","true","","std","adadelta","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.176036927903423","","","false","","","","","","","","uniform","","-0.4331822395520666","4.606322069962819","16","","","","","","-2.6924954215339683","13.634522438049316","0.6867755584663013","0.09810955077409744","0.6964743514388844","0.09222188591957092","0.7061731444114674","0.0863342210650444"
"deft-sweep-62","finished","-","","","2024-08-23T06:45:33.000Z","180","cnobgnyz","","1024","4","swish","3","false","30","0.4849814541478436","10000","","","","","","512","8","","2","1.01","","","","1.4364061738448377","false","compress","Default (PyTorch)","155","","","Default (PyTorch)","85","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","7","2","0.34237795581627184","0.08756460834567241","huber","","","0.8406716485039045","false","","std","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","-0.3533173477874854","4.573143612593412","18","","","223","","Input Layer: 10 neurons
Hidden Layer 1: 223 neurons
Hidden Layer 2: 155 neurons
Hidden Layer 3: 85 neurons
Output Layer: 1 neuron","-2.6949001348315456","13.652287006378174","0.8014680555897084","0.03941493295133114","0.8174740457345446","0.033571915701031685","0.833480035879381","0.02772889845073223"
"fiery-sweep-14","finished","-","","","2024-08-23T20:07:04.000Z","227","b6xzs45u","","1024","4","mish","3","false","10","0.7022157917205814","10000","","","","","","512","8","","2","1.01","","","","1.8650371894571889","false","expand","Random","69","","","Random","137","","","Random","","","","","","","","","","","","","","","","","","7","2","","0.04328040004406563","mae","","","0.7507953573460773","false","","min-max","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","-0.5660234921956295","4.7696630213823585","24","","","37","","Input Layer: 10 neurons
Hidden Layer 1: 37 neurons
Hidden Layer 2: 69 neurons
Hidden Layer 3: 137 neurons
Output Layer: 1 neuron","-2.718651692776665","13.828370412190756","0.532517561509278","0.21853983029723167","0.5102906080948881","0.2403093259781599","0.4880636546804983","0.26207882165908813"
"resilient-sweep-83","finished","-","","","2024-08-25T18:20:21.000Z","180","3vqhfez0","","1024","4","leaky_relu","","false","13","0.6720160728535258","10000","","","","244","","","","","","","","","","1.4042472950000668","false","maintain","He","244","1.4042472950000668","maintain","Random","435","1.7840606889191557","expand","He","838","1.928583610455593","expand","He","1024","1.960543429610529","expand","Default (PyTorch)","577","1.7742489707464255","compress","Default (PyTorch)","577","1.7742489707464255","maintain","Random","7","","","","0.00742802386817131","mae","","","0.514649149463313","true","","none","sgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3926272464857075","","","true","","","","","","","","individual","","-0.6639961772596608","4.92309602300326","17","","","","","","-2.7376653117998977","13.970141983032226","0.2938361245739367","0.4986674189567566","0.37283839001045777","0.3995730429887771","0.4518406554469788","0.30047866702079773"
"rich-sweep-55","finished","-","","","2024-08-26T00:41:30.000Z","312","02pkstq1","","1024","4","elu","","false","20","0.6122479060181181","10000","","","","172","","","","","","","","","","1.1156788147420815","true","maintain","Random","172","1.1156788147420815","maintain","Random","172","1.1156788147420815","maintain","Default (PyTorch)","191","1.1156788147420815","expand","Default (PyTorch)","191","1.1156788147420815","maintain","Random","","","","","","","","","5","","","0.857618905558597","0.04564402251323232","huber","","","0.30544095927060205","true","","min-max","sgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06591810259399","","","true","","","","","","","","individual","","-0.4612930586551869","5.131552243398295","35","","","","","","-2.908673849231207","15.2777312596639","0.8072048095175712","0.037169985473155975","0.7623973366328232","0.05846273526549339","0.7175898637480751","0.07975548505783081"
"tough-sweep-50","finished","-","","","2024-08-22T21:55:11.000Z","191","88sdi8nj","","1024","4","relu","4","false","32","0.5246678357369552","10000","","","","","","512","8","","2","1.01","","","","1.499200671734101","true","maintain","Default (PyTorch)","284","","","Default (PyTorch)","284","","","Default (PyTorch)","284","","","Default (PyTorch)","","","","","","","","","","","","","","7","2","","0.023157508813769996","mae","","","0.8881615459011417","true","","std","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","-0.671109963017482","5.646597186724345","20","","","284","","Input Layer: 10 neurons
Hidden Layer 1: 284 neurons
Hidden Layer 2: 284 neurons
Hidden Layer 3: 284 neurons
Hidden Layer 4: 284 neurons
Output Layer: 1 neuron","-3.0597294676899445","16.481403350830078","0.480122373358723","0.27027274668216705","0.5231997893187492","0.22919410467147827","0.5662772052787755","0.1881154626607895"
"olive-sweep-66","finished","-","","","2024-08-24T21:01:53.000Z","182","gi6zas44","","1024","4","mish","","false","43","0.3278366399614187","10000","","","","169","","","","","","","","","","1.8011794500130676","true","maintain","Random","169","1.8011794500130676","maintain","Random","169","1.8011794500130676","maintain","Default (PyTorch)","169","1.8011794500130676","maintain","Random","169","1.8011794500130676","maintain","Random","169","1.8011794500130676","maintain","Default (PyTorch)","","","","","6","","","","0.07233351811511177","mae","","","0.7036108125442292","false","","std","asgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.663520915606557","","","false","","","","","","","","individual","","-0.7031851963698784","5.822154099742572","18","","","","","","-3.1203294958372387","16.977115154266357","0.5110000254225396","0.2391209751367569","0.5053869533638018","0.24467357248067856","0.4997738813050639","0.2502261698246002"
"fast-sweep-4","finished","-","","","2024-08-23T19:27:31.000Z","178","b6xzs45u","","1024","4","gcu","3","true","12","0.5508582375469214","10000","","","","","","512","8","","2","1.01","","","","1.9013931316188764","true","compress","Default (PyTorch)","137","","","Default (PyTorch)","72","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","7","2","0.7247568760660955","0.019110562061982864","huber","","","0.20148779833724856","true","","std","nadam","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.842924543802753","100","1","false","","","","","","","","","","-1.674244862883815","9.93338860289918","17","","","261","","Input Layer: 10 neurons
Hidden Layer 1: 261 neurons
Hidden Layer 2: 137 neurons
Hidden Layer 3: 72 neurons
Output Layer: 1 neuron","-3.13612811345031","17.107555770874022","-2.5463869988691146","12.576860745747885","-0.9433032376005672","6.346305018911759","0.6597805236679799","0.115749292075634"
"pretty-sweep-30","finished","-","","","2024-08-25T23:19:19.000Z","217","02pkstq1","","1024","4","leaky_relu","","false","32","0.5583090004324683","10000","","","","233","","","","","","","","","","1.1142188159246484","true","compress","Default (PyTorch)","209","1.1142188159246484","compress","Default (PyTorch)","187","1.1142188159246484","compress","Default (PyTorch)","187","1.1142188159246484","maintain","Default (PyTorch)","208","1.1142188159246484","expand","He","186","1.1142188159246484","compress","Default (PyTorch)","186","1.1142188159246484","maintain","He","7","","","0.7325403560422583","0.036638202157099384","huber","","","0.8161005418276661","true","","none","adamw","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.553630358231115","","","true","","","","","","","","individual","","-0.582117501319428","6.198673364395897","23","","","","","","-3.3004661396114185","18.494009017944336","0.8131383247804149","0.03491728566586971","0.7770568178265673","0.05100553762167692","0.7409753108727198","0.06709378957748413"
"ethereal-sweep-3","finished","-","","","2024-08-24T04:11:51.000Z","277","g2lprfmy","","1024","4","swish","","false","28","0.40045512178323783","10000","","","","80","","","","","","","","","","1.9550249728471547","true","compress","Default (PyTorch)","40","1.9550249728471547","compress","Default (PyTorch)","20","1.9550249728471547","compress","Default (PyTorch)","39","1.9550249728471547","expand","Default (PyTorch)","19","1.9550249728471547","compress","Default (PyTorch)","19","1.9550249728471547","maintain","Default (PyTorch)","9","1.9550249728471547","compress","Default (PyTorch)","7","","","","0.0487858743682936","mae","","","0.6643576038651658","true","","none","adamw","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.880100539390075","","","true","","","","","","","","uniform","","-0.6816378730600327","6.34269259000818","31","","","","","","-3.332911849920574","18.77412509918213","0.6285166877817943","0.13799985125660896","0.643999115370238","0.12697633542120457","0.6594815429586817","0.11595281958580016"
"sage-sweep-5","finished","-","","","2024-08-23T00:10:16.000Z","180","i8k2uob8","","1024","4","swish","5","false","13","0.4488233552182409","10000","","","","","","512","8","","2","1.01","","","","1.423679898969517","true","maintain","Random","14","","","Random","19","","","Random","19","","","Random","19","","","Random","","","","","","","","","","7","2","","0.05067047252820888","mse","","","0.775153443669373","false","","std","nadam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","-0.6976263172411071","6.995063770231273","18","","","14","","Input Layer: 10 neurons
Hidden Layer 1: 14 neurons
Hidden Layer 2: 14 neurons
Hidden Layer 3: 19 neurons
Hidden Layer 4: 19 neurons
Hidden Layer 5: 19 neurons
Output Layer: 1 neuron","-3.5657513046810037","20.846084976196288","0.7270938973311643","0.0744777408738931","0.7364361764788412","0.06955316724876562","0.7457784556265182","0.06462859362363815"
"dandy-sweep-8","finished","-","","","2024-08-24T02:04:26.000Z","176","4eanx08t","","1024","4","elu","4","false","22","0.624017175761012","10000","","","","245","","","","","","","","","","1.7215747795283247","true","maintain","He","245","1.7215747795283247","maintain","Default (PyTorch)","245","1.7215747795283247","maintain","Default (PyTorch)","421","1.7215747795283247","expand","He","","","","","","","","","","","","","4","","","","0.06845178501350982","mae","","","0.7556832843637707","false","","none","adadelta","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.668801644533996","","","true","","","","","","","","individual","","-1.165290545288716","8.195220659176508","17","","","245","","","-3.7782649277331295","22.831815719604492","-0.2321395671595212","1.5181679129600525","0.14119664593349096","0.8769231289625168","0.5145328590265031","0.23567834496498108"
"efficient-sweep-9","finished","-","","","2024-08-25T13:58:57.000Z","172","3vqhfez0","","1024","4","softplus","","true","23","0.7384765101071675","10000","","","","122","","","","","","","","","","1.692307710079738","true","maintain","Random","122","1.692307710079738","maintain","Random","","","","","","","","","","","","","","","","","","","","","2","","","0.767250040219113","0.005318470032637235","huber","","","0.08377705750573895","true","","none","nadam","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.42174289787356","","","true","","","","","","","","individual","","-17.940813351655994","885.6012244779203","17","","","","","","-4.187989054840629","26.91523043314616","-50.28122143509259","2629.763671875","-24.817225500063675","1314.944221500307","0.6467704349652437","0.1247711256146431"
"serene-sweep-86","finished","-","","","2024-08-25T18:31:38.000Z","469","3vqhfez0","","1024","4","gcu","","false","48","0.7060861629954263","10000","","","","172","","","","","","","","","","1.1831753620724903","false","expand","Default (PyTorch)","203","1.1831753620724903","expand","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","2","","","1.1199996492904036","0.0983361543222419","huber","","","0.38410681072873504","false","","none","sgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.751667451824685","","","false","","","","","","","","individual","","-0.9141128521055696","9.839813606192669","55","","","","","","-4.428388920562728","29.467406272888184","0.8059282901049934","0.03766382858157158","0.8430251821230097","0.02601727284491062","0.8801220741410261","0.014370717108249664"
"cool-sweep-7","finished","-","","","2024-08-25T21:58:17.000Z","180","02pkstq1","","1024","4","gelu","","true","30","0.42397518813064294","10000","","","","119","","","","","","","","","","1.821972478803223","true","expand","Default (PyTorch)","216","1.821972478803223","expand","Default (PyTorch)","393","1.821972478803223","expand","Default (PyTorch)","716","1.821972478803223","expand","Default (PyTorch)","1024","1.821972478803223","expand","Default (PyTorch)","1024","1.821972478803223","expand","Default (PyTorch)","1024","1.821972478803223","expand","Default (PyTorch)","7","","","","0.09849883138946836","mae","","","0.14771796923172167","false","","none","rmsprop","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.016836771106374","","","false","","","","","","","","uniform","","-1435908.50270761","6185477122750.31","17","","","","","","-4.443864627161243","29.635662078857425","-4307716.651865312","18556431368192","-2153860.5321291015","9278215684110.646","-4.41239289140331","29.29399681091309"
"eager-sweep-103","finished","-","","","2024-08-24T22:51:44.000Z","174","gi6zas44","","1024","4","softplus","","true","36","0.5396192189797254","10000","","","","429","","","","","","","","","","1.9284184575069463","true","maintain","Default (PyTorch)","429","1.9284184575069463","maintain","Default (PyTorch)","429","1.9284184575069463","maintain","Random","","","","","","","","","","","","","","","","","3","","","","0.08254183806996619","mse","","","0.4113472544556765","false","","min-max","adamax","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.181169418267531","","","false","","","","","","","","individual","","-2670.430934887829","21356554.033827145","17","","","","","","-4.549329359758584","30.795056343078613","-8003.349567578867","64069612","-4003.371737651865","32034815.653212547","-3.393907724862289","19.306425094604492"
"radiant-sweep-54","finished","-","","","2024-08-23T06:19:37.000Z","173","cnobgnyz","","1024","4","elu","6","false","39","0.5456051759965346","10000","","","","","","512","8","","2","1.01","","","","1.6673630877918182","true","compress","He","305","","","He","305","","","He","508","","","He","508","","","He","847","","","He","","","","","","7","2","1.8732205350032616","0.007202612759529438","huber","","","0.711036882279574","true","","min-max","nadam","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","-2.3651479204757906","14.51706862449646","17","","","509","","Input Layer: 10 neurons
Hidden Layer 1: 509 neurons
Hidden Layer 2: 305 neurons
Hidden Layer 3: 305 neurons
Hidden Layer 4: 508 neurons
Hidden Layer 5: 508 neurons
Hidden Layer 6: 847 neurons
Output Layer: 1 neuron","-4.883562057991262","34.616302490234375","-0.925760884206302","3.708554983139038","-1.105940851718055","4.467451691627502","-1.2861208192298077","5.226348400115967"
"visionary-sweep-21","finished","-","","","2024-08-24T05:14:09.000Z","185","g2lprfmy","","1024","4","elish","","false","23","0.4762931578875224","10000","","","","406","","","","","","","","","","1.9489954426978289","false","compress","Default (PyTorch)","208","1.9489954426978289","compress","Default (PyTorch)","115","1.8061778074253","compress","Default (PyTorch)","","","","","","","","","","","","","","","","","3","","","1.4619208872937075","0.06539919374326741","huber","","","0.029378741745539005","false","","min-max","sgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.796825982904711","","","false","","","","","","","","individual","","-1.3633665191636106","14.78000931814313","19","","","","","","-5.651583042879218","44.24355697631836","0.7934423591648591","0.042666058987379074","0.7807417426941932","0.048235489055514336","0.7680411262235273","0.0538049191236496"
"faithful-sweep-47","finished","-","","","2024-08-23T19:03:23.000Z","171","ey2ul0w6","","1024","4","selu","6","false","44","0.3267821482423438","10000","","","","","","512","8","","2","1.01","","","","1.219762502427946","false","expand","Random","85","","","Default (PyTorch)","145","","","Default (PyTorch)","171","","","LeCun","304","","","Default (PyTorch)","445","","","Default (PyTorch)","","","","","","7","2","1.45530660545182","0.0053077588752497296","huber","","","0.8370707589560868","false","","std","asgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","-1.6139319020130138","15.540086430807907","17","","","70","","Input Layer: 10 neurons
Hidden Layer 1: 70 neurons
Hidden Layer 2: 85 neurons
Hidden Layer 3: 145 neurons
Hidden Layer 4: 171 neurons
Hidden Layer 5: 304 neurons
Hidden Layer 6: 445 neurons
Output Layer: 1 neuron","-5.77785579275178","45.93932914733887","0.22829469391661183","0.5955290794372559","0.4680300433563693","0.34046507254242897","0.7077653927961267","0.08540106564760208"
"fine-sweep-43","finished","-","","","2024-08-23T05:46:39.000Z","171","cnobgnyz","","1024","4","swish","5","false","34","0.6155881500723135","10000","","","","","","512","8","","2","1.01","","","","1.012650736744268","false","maintain","Random","300","","","Random","300","","","Random","300","","","Random","300","","","Random","","","","","","","","","","7","2","","0.013975828588296556","mae","","","0.6575176244370662","false","","min-max","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","-1.6748079471719035","15.646489590406418","17","","","300","","Input Layer: 10 neurons
Hidden Layer 1: 300 neurons
Hidden Layer 2: 300 neurons
Hidden Layer 3: 300 neurons
Hidden Layer 4: 300 neurons
Hidden Layer 5: 300 neurons
Output Layer: 1 neuron","-5.793933030008123","46.15752601623535","0.27319981760799905","0.5282385051250458","0.38475459424620584","0.390971377491951","0.4963093708844126","0.2537042498588562"
"silver-sweep-67","finished","-","","","2024-08-25T07:44:33.000Z","231","uvrgdrnd","","1024","4","elish","","false","31","0.6577239396654848","10000","","","","165","","","","","","","","","","1.7214358004806003","false","maintain","Random","165","1.7214358004806003","maintain","Random","","","","","","","","","","","","","","","","","","","","","2","","","0.640251782458009","0.09625441623659602","huber","","","0.2247875503728424","true","","none","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7036024502096705","","","true","","","","","","","","individual","","-1.3941906454505262","15.572373427450655","24","","","","","","-5.830455111843728","46.65511703491211","0.8216923224088086","0.03179362788796425","0.8239415877460744","0.03100162371993065","0.8261908530833402","0.03020961955189705"
"restful-sweep-115","finished","-","","","2024-08-24T23:39:42.000Z","365","gi6zas44","","1024","4","swish","","false","33","0.5993469259101101","10000","","","","267","","","","","","","","","","1.6051976979576552","false","expand","Random","428","1.6051976979576552","expand","Random","","","","","","","","","","","","","","","","","","","","","2","","","1.6129595365222065","0.02141783476236528","huber","","","0.3432075330014327","false","","none","adamw","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4953664069241306","","","true","","","","","","","","uniform","","-1.512867962201599","16.912878659243386","42","","","","","","-6.116704830213268","50.64748764038086","0.8218295082243662","0.03174472413957119","0.7890504718042357","0.04557416867464781","0.7562714353841051","0.059403613209724426"
"pious-sweep-1","finished","-","","","2024-08-22T18:50:20.000Z","58","3oyius77","","1024","4","hardelish","4","true","40","0.6894719424740137","10000","","","","","","512","8","","2","1.01","","","","1.9994405578461591","true","compress","Random","55","","","Random","55","","","Random","27","","","Random","","","","","","","","","","","","","","7","2","","0.06386207423865628","mse","","","0.7890958112784803","false","","std","adadelta","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.02253595152395","100","1","true","","","","","","","","","","-4303.893700908953","55526924.41369039","1","","","110","","Input Layer: 10 neurons
Hidden Layer 1: 110 neurons
Hidden Layer 2: 55 neurons
Hidden Layer 3: 55 neurons
Hidden Layer 4: 27 neurons
Output Layer: 1 neuron","-6.251020293954825","52.57729530334473","-12905.615358024736","166580720","-6452.715041216452","83290360.33188793","0.18527559183287312","0.6637758612632751"
"dandy-sweep-115","finished","-","","","2024-08-25T10:50:46.000Z","174","uvrgdrnd","","1024","4","hardelish","","true","28","0.7349489306911003","10000","","","","512","","","","","","","","","","1.7263209390721252","false","maintain","Default (PyTorch)","512","1.7263209390721252","maintain","Default (PyTorch)","512","1.7263209390721252","maintain","Default (PyTorch)","","","","","","","","","","","","","","","","","3","","","1.5309510245601894","0.011338482906559486","huber","","","0.4861271408845584","true","","none","nadam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7102859160491914","","","false","","","","","","","","uniform","","-290.0762706004487","249570.7249926428","17","","","","","","-6.417236291963161","55.01539421081543","-864.2495846575138","748656.84375","-431.90578775469146","374328.5797918588","0.43800914813085257","0.31583371758461"
