"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_scale_factor","hidden_layer_2_strategy","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_scale_factor","hidden_layer_3_strategy","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_scale_factor","hidden_layer_4_strategy","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_scale_factor","hidden_layer_5_strategy","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_scale_factor","hidden_layer_6_strategy","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_scale_factor","hidden_layer_7_strategy","hidden_layer_7_weight_init","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","output_layer_weight_init","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial.distribution","parameters.hidden_dim_initial.max","parameters.hidden_dim_initial.min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor.distribution","parameters.hidden_dim_scale_factor.max","parameters.hidden_dim_scale_factor.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.loss_functions","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor.distribution","parameters.penalty_factor.max","parameters.penalty_factor.min","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","parameters.weight_init_strategys","penalty_factor","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","weight_init_strategy","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_9_weight_init","model_architecture","test_accuracy","test_loss","train_accuracy","train_loss","train_val_accuracy","train_val_loss","val_accuracy","val_loss"
"eager-sweep-108","finished","-","","","2024-08-25T10:21:25.000Z","174","uvrgdrnd","","1024","4","elu","","true","30","0.2750229154331638","10000","","","","177","","","","","","","","","","1.8348500677593211","false","compress","Default (PyTorch)","96","1.8348500677593211","compress","He","75","1.26532632539932","compress","Default (PyTorch)","","","","","","","","","","","","","","","","","3","","","0.2134335204811118","0.05926196594908938","huber","","","0.6445833081923397","true","","none","adadelta","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5604287447816572","","","false","","","","","","","","individual","","-239.17218510373633","169428.6431378542","17","","","","","","-6.476283531604877","55.89481544494629","-711.9025288389711","508230.015625","-355.5201358898021","254115.01729905885","0.8622570593668819","0.01897311769425869"
"honest-sweep-18","finished","-","","","2024-08-24T06:39:04.000Z","254","w9h53t7f","","1024","4","softplus","","false","24","0.38747656569760813","10000","","","","101","","","","","","","","","","1.770546413725484","false","compress","Random","57","1.770546413725484","compress","Random","32","1.72876400916575","compress","Random","19","1.655258244438084","compress","Random","10","1.8583080214005097","compress","Random","5","1.687548596160759","compress","Default (PyTorch)","","","","","6","","","","0.08256719332945692","mse","","","0.0447035591847455","false","","none","nadam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2475453617690817","","","false","","","","","","","","individual","","-1.7043429070386915","19.37498337113195","28","","","","","","-6.615753988374497","57.999708811442055","0.7230763998556189","0.07668668031692505","0.751362633629211","0.06262065097689629","0.7796488674028029","0.04855462163686752"
"zany-sweep-3","finished","-","","","2024-08-25T03:46:45.000Z","389","uvrgdrnd","","1024","4","mish","","false","17","0.30169259022856043","10000","","","","54","","","","","","","","","","1.9447229580028416","true","maintain","Default (PyTorch)","54","1.9447229580028416","maintain","Default (PyTorch)","54","1.9447229580028416","maintain","Random","","","","","","","","","","","","","","","","","3","","","","0.003189110461015875","mae","","","0.07426351043025127","false","","std","adam","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.495652588667535","","","false","","","","","","","","individual","","-1.8124808084624064","20.054822081493008","45","","","","","","-6.740911076371913","59.92170429229736","0.6613257826578491","0.11470022549231848","0.6517343254923464","0.12138097609082855","0.6421428683268438","0.12806172668933868"
"twilight-sweep-96","finished","-","","","2024-08-25T09:39:47.000Z","174","uvrgdrnd","","1024","4","elu","","false","30","0.6674423433001943","10000","","","","408","","","","","","","","","","1.2837603266155877","true","maintain","Default (PyTorch)","408","1.2837603266155877","maintain","Default (PyTorch)","317","1.2837603266155877","compress","Default (PyTorch)","406","1.2837603266155877","expand","Default (PyTorch)","521","1.2837603266155877","expand","Default (PyTorch)","","","","","","","","","5","","","","0.08596419136878497","mse","","","0.3260599863478095","false","","none","adamw","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8122593642391704","","","true","","","","","","","","uniform","","-299.73225869512413","261990.7876942953","17","","","","","","-7.0309973057279365","64.49691772460938","-885.4811405213311","785848.8125","-446.0828893898222","392953.93308258057","-6.684638258313322","59.05366516113281"
"silver-sweep-56","finished","-","","","2024-08-25T07:09:30.000Z","177","uvrgdrnd","","1024","4","gelu","","false","44","0.5518038025560801","10000","","","","482","","","","","","","","","","1.8349445923743464","false","compress","Default (PyTorch)","262","1.8349445923743464","compress","Xavier","262","1.8349445923743464","maintain","Default (PyTorch)","133","1.9600969129813473","compress","Default (PyTorch)","133","1.9600969129813473","maintain","Default (PyTorch)","","","","","","","","","5","","","","0.03718413262140944","mae","","","0.34657015822531523","false","","none","adamax","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5230180212240265","","","true","","","","","","","","individual","","-2.316357587748136","26.876203561822575","17","","","","","","-7.9515217515627565","80.12974166870117","0.4755826697993014","0.2750135362148285","0.5012244941591744","0.24943450838327408","0.5268663185190472","0.2238554805517197"
"ancient-sweep-41","finished","-","","","2024-08-23T05:40:53.000Z","166","cnobgnyz","","1024","4","softplus","6","false","37","0.414108508950186","10000","","","","","","512","8","","2","1.01","","","","1.7488276705542698","false","compress","Default (PyTorch)","52","","","Random","78","","","Random","104","","","Default (PyTorch)","104","","","Random","75","","","Default (PyTorch)","","","","","","7","2","","0.023722967931440957","mae","","","0.7068225961418915","true","","none","rmsprop","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","-2.4056659301307386","27.976278354724247","17","","","91","","Input Layer: 10 neurons
Hidden Layer 1: 91 neurons
Hidden Layer 2: 52 neurons
Hidden Layer 3: 78 neurons
Hidden Layer 4: 104 neurons
Hidden Layer 5: 104 neurons
Hidden Layer 6: 75 neurons
Output Layer: 1 neuron","-8.12875999428198","83.33425903320312","0.4209148287077449","0.33533963561058044","0.4558811019448822","0.2972880154848099","0.4908473751820194","0.2592363953590393"
"easy-sweep-28","finished","-","","","2024-08-23T14:50:30.000Z","175","sqmz01i2","","1024","4","gelu","4","false","50","0.7894257805982219","10000","","","","","","512","8","","2","1.01","","","","1.791255359656698","true","expand","Default (PyTorch)","349","","","Default (PyTorch)","194","","","Default (PyTorch)","108","","","Default (PyTorch)","","","","","","","","","","","","","","7","2","","0.0933024609775382","mae","","","0.8182085575200392","false","","none","adadelta","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","-2.787943736114835","29.10740852355957","17","","","195","","Input Layer: 10 neurons
Hidden Layer 1: 195 neurons
Hidden Layer 2: 349 neurons
Hidden Layer 3: 194 neurons
Hidden Layer 4: 108 neurons
Output Layer: 1 neuron","-8.213635386839767","84.89107704162598","-0.31951302244200797","1.741114616394043","-0.07509791075236882","1.2155742645263672","0.16931720093727032","0.6900339126586914"
"polar-sweep-139","finished","-","","","2024-08-25T00:59:39.000Z","251","gi6zas44","","1024","4","mish","","false","39","0.7357816889666315","10000","","","","106","","","","","","","","","","1.6890959650936548","true","compress","Random","62","1.6890959650936548","compress","Random","36","1.6890959650936548","compress","Random","","","","","","","","","","","","","","","","","3","","","1.2123075601612812","0.03411068088149654","huber","","","0.6486787609765492","true","","std","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.066323598879303","","","false","","","","","","","","uniform","","-2.2084234413470916","28.730720816800993","27","","","","","","-8.28072800115623","86.13191223144531","0.8065685830279292","0.03741571307182312","0.8277288385574779","0.03012510947883129","0.8488890940870267","0.022834505885839462"
"clear-sweep-19","finished","-","","","2024-08-23T20:25:37.000Z","378","b6xzs45u","","1024","4","mish","4","false","28","0.2399012824797107","10000","","","","","","512","8","","2","1.01","","","","1.7847528214593738","false","maintain","Default (PyTorch)","182","","","Random","182","","","Default (PyTorch)","182","","","Default (PyTorch)","","","","","","","","","","","","","","7","2","","0.004893193663343392","mae","","","0.466181783789402","false","","std","adamax","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","-2.430868485266321","31.36349366108577","43","","","182","","Input Layer: 10 neurons
Hidden Layer 1: 182 neurons
Hidden Layer 2: 182 neurons
Hidden Layer 3: 182 neurons
Hidden Layer 4: 182 neurons
Output Layer: 1 neuron","-8.690469003828461","93.90518951416016","0.6541695371329462","0.11959870904684068","0.6989317740147492","0.09264573454856873","0.743694010896552","0.06569276005029678"
"breezy-sweep-110","finished","-","","","2024-08-24T23:23:37.000Z","179","gi6zas44","","1024","4","mish","","true","42","0.6026067918218232","10000","","","","436","","","","","","","","","","1.6825285249395536","false","compress","Default (PyTorch)","259","1.6825285249395536","compress","Default (PyTorch)","189","1.365106654957046","compress","Default (PyTorch)","139","1.356284661114247","compress","Default (PyTorch)","105","1.316089120884943","compress","Default (PyTorch)","","","","","","","","","5","","","1.7771311018065798","0.054989913691571427","huber","","","0.501482241245163","true","","min-max","nadam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.963690104945215","","","false","","","","","","","","individual","","-80.44605336143503","18311.77147301038","17","","","","","","-8.903441214455892","98.0781478881836","-233.1733716047792","54837.16796875","-116.21735943492462","27418.61813557148","0.7386527349299505","0.06830239295959473"
"bumbling-sweep-71","finished","-","","","2024-08-24T21:17:38.000Z","174","gi6zas44","","1024","4","swish","","true","23","0.4291571004707084","10000","","","","491","","","","","","","","","","1.3572782416741471","true","compress","Random","361","1.3572782416741471","compress","Random","265","1.3572782416741471","compress","Random","195","1.3572782416741471","compress","Random","","","","","","","","","","","","","4","","","0.2276759699428487","0.012127755350451524","huber","","","0.27040168523114083","false","","min-max","adamax","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.572788829264926","","","true","","","","","","","","uniform","","-34.766096125898265","3173.7220817055136","17","","","","","","-9.018849473230578","100.3773447672526","-96.06050157915358","9420.740966796877","-47.639719452232114","4710.394450174645","0.7810626746893559","0.04793355241417885"
"usual-sweep-13","finished","-","","","2024-08-23T17:21:39.000Z","175","ey2ul0w6","","1024","4","gelu","4","true","37","0.313313473841571","10000","","","","","","512","8","","2","1.01","","","","1.2446485608646891","true","compress","Default (PyTorch)","259","","","Default (PyTorch)","259","","","Default (PyTorch)","208","","","Default (PyTorch)","","","","","","","","","","","","","","7","2","","0.007902696754602433","mae","","","0.08359389350680262","false","","std","adamw","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.94168134650735","100","1","true","","","","","","","","","","-168.21949911936102","82282.97812595963","17","","","323","","Input Layer: 10 neurons
Hidden Layer 1: 323 neurons
Hidden Layer 2: 259 neurons
Hidden Layer 3: 259 neurons
Hidden Layer 4: 208 neurons
Output Layer: 1 neuron","-9.343288261503057","106.98361206054688","-495.73092250734703","246741.609375","-247.65760454829","123370.97538290918","0.4157134107670555","0.34139081835746765"
"crimson-sweep-7","finished","-","","","2024-08-24T02:01:21.000Z","180","4eanx08t","","1024","4","hardelish","4","false","46","0.5745269629271872","10000","","","","288","","","","","","","","","","1.1254646257730794","false","expand","Random","324","1.1254646257730794","expand","Random","575","1.7757998286883612","expand","Default (PyTorch)","575","1.7757998286883612","maintain","Random","","","","","","","","","","","","","4","","","1.6948827843188952","0.056045704751829066","huber","","","0.13814157927191095","false","","min-max","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.669079093083106","","","true","","","","","","","","individual","","-3.413622710991433","43.607152700424194","17","","","288","","","-10.358883182000508","129.02422714233398","0.17367504627208408","0.6828129291534424","0.05900752451310559","0.8986154794692993","-0.055659997245872894","1.1144180297851562"
"summer-sweep-46","finished","-","","","2024-08-25T06:30:01.000Z","169","uvrgdrnd","","1024","4","gcu","","true","19","0.6786823830510793","10000","","","","77","","","","","","","","","","1.579291823762631","true","maintain","Default (PyTorch)","77","1.579291823762631","maintain","Random","77","1.579291823762631","maintain","Random","77","1.579291823762631","maintain","Default (PyTorch)","77","1.579291823762631","maintain","Random","77","1.579291823762631","maintain","Default (PyTorch)","","","","","6","","","","0.0832886982634264","mae","","","0.8354392552826695","false","","std","adadelta","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.981717406983151","","","false","","","","","","","","individual","","-815.1195927803607","1978658.9375872845","17","","","","","","-10.422785843113894","130.48003641764322","-2435.359168923991","5935846","-1217.467996248984","2967923.1663627177","0.4231764260231933","0.3327254354953766"
"cool-sweep-34","finished","-","","","2024-08-23T18:24:42.000Z","269","ey2ul0w6","","1024","4","elish","2","true","42","0.30827025053738677","10000","","","","","","512","8","","2","1.01","","","","1.4078475316517287","true","expand","Default (PyTorch)","71","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","7","2","0.27793681408567683","0.060424710978688255","huber","","","0.4197507286648849","true","","std","adam","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.74590289905424","100","1","true","","","","","","","","","","-66.39867391239342","12072.576271690428","17","","","51","","Input Layer: 10 neurons
Hidden Layer 1: 51 neurons
Hidden Layer 2: 71 neurons
Output Layer: 1 neuron","-11.019341775704332","144.4645767211914","-188.92946881671628","36073.203125","-94.08833998073796","18036.632119175047","0.7527888552403741","0.06111335009336472"
